Time,152.0,153.0,154.0,155.0,156.0,157.0,158.0,159.0,160.0,161.0,162.0,163.0,164.0,165.0,166.0,167.0,168.0,169.0,170.0,171.0,172.0,173.0,174.0,175.0,176.0,177.0,178.0,179.0,180.0,181.0,182.0,183.0,184.0,185.0,186.0,187.0,188.0,189.0,190.0,191.0,192.0,193.0,194.0,195.0,196.0,197.0,198.0,199.0,200.0,201.0,202.0,203.0,204.0,205.0,206.0,207.0,208.0,209.0,210.0,211.0,212.0,213.0,214.0,215.0,216.0,217.0,218.0,219.0,220.0,221.0,222.0,223.0,224.0,225.0
2024-11-13 16:24:00,4.333,-1.166,-0.116,-0.428,1.0,1.125,-0.142,-0.3,-0.041,0.441,0.127,0.333,-0.025,-0.583,-0.212,0.071,0.0,-0.566,-0.666,-0.233,0.125,0.083,-0.122,0.181,-0.015,0.059,0.375,0.0,0.0,0.0,0.0,0.0,-0.375,0.277,0.0,0.09,-0.16,0.0,-0.066,0.171,0.261,0.045,0.244,-0.116,0.1,0.066,-0.038,0.083,0.133,-0.199,-0.333,0.25,0.25,-0.416,-0.485,0.107,0.274,-0.893,0.044,-0.164,0.178,-0.088,-0.5,-2.25,-0.511,3.952,3.333,-0.899,10.066,-8.75,-1.833,-0.5,-0.399,3.6
2024-11-13 16:24:01,-1.0,-1.318,0.916,0.071,-0.25,-0.25,0.076,-0.018,-0.458,-0.573,0.129,-0.333,-0.09,-0.095,-0.204,-0.333,-0.333,-0.016,0.0,-0.145,0.0,-0.006,-0.008,-0.081,-0.17,0.0,-0.263,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.0,-0.09,-0.077,0.312,0.309,-0.126,-0.261,-0.245,-0.23,0.212,-0.1,0.0,0.056,-0.488,-0.335,0.088,-0.333,-0.363,-0.214,0.083,0.485,0.108,-0.316,-0.472,-0.361,-0.263,-0.261,0.222,-0.575,1.333,2.277,-0.285,-4.619,5.828,-3.233,-2.714,3.055,0.333,0.0,-1.0
2024-11-13 16:24:02,-1.047,-0.081,-0.555,0.136,0.0,-0.089,-0.176,0.418,-0.166,0.221,-0.057,0.0,-0.079,0.328,-0.107,-0.166,0.083,-0.194,-0.111,-0.069,-0.333,0.013,0.139,-0.1,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.279,0.0,0.25,-0.136,-0.112,-0.447,-0.73,0.155,0.161,0.24,-0.166,-0.046,0.145,0.25,0.182,-0.348,0.111,0.19,0.196,0.214,-0.111,-0.208,-0.083,-0.537,0.199,0.472,-0.095,-0.041,-0.333,0.709,-1.208,-3.041,-2.25,0.91,-4.428,-2.166,-4.785,-2.222,-0.555,-0.428,-0.199
2024-11-13 16:24:03,1.603,0.627,-0.059,0.0,0.333,1.13,0.827,1.099,1.636,0.855,1.018,0.846,0.586,0.85,1.22,1.777,1.583,1.539,1.535,1.948,1.619,1.837,0.233,2.0,1.416,1.544,2.252,1.692,1.583,1.923,1.5,2.0,1.75,1.239,1.125,1.386,1.944,1.157,0.738,0.535,0.415,0.788,0.212,1.166,1.096,1.204,1.125,1.427,1.801,1.0,0.527,0.712,1.071,0.626,0.673,0.575,1.371,0.8,0.898,0.974,0.238,0.818,0.381,1.875,3.5,1.0,-0.897,6.0,3.666,6.5,1.0,0.488,0.095,-0.3
2024-11-13 16:24:04,0.486,6.172,4.692,1.363,0.666,0.583,1.172,0.5,0.363,0.894,0.909,1.042,1.288,0.964,1.272,0.638,0.416,0.571,1.109,0.777,1.047,0.671,1.69,0.583,1.083,1.094,0.818,1.107,1.143,0.521,1.227,0.818,1.35,1.222,1.319,0.863,0.755,1.071,1.228,1.204,0.857,0.75,1.487,1.06,1.519,1.583,1.416,1.461,1.401,1.777,2.16,1.74,2.0,2.568,2.25,2.674,2.083,1.866,1.545,2.192,2.586,3.181,2.04,2.545,0.875,3.649,0.272,3.0,0.904,4.8,3.0,3.177,3.666,4.0
2024-11-13 16:24:05,2.053,-1.149,1.523,2.818,2.818,2.714,2.0,3.0,3.399,2.041,1.572,2.111,1.25,1.985,1.03,1.869,1.272,1.0,0.89,0.811,0.791,0.971,0.583,0.016,0.25,0.301,0.136,0.755,0.426,0.855,0.272,0.237,0.344,0.916,1.0,0.928,0.8,1.871,1.071,1.0,1.333,1.727,1.623,1.106,1.23,0.666,0.969,1.699,1.431,1.04,1.839,2.269,2.095,2.05,2.384,2.816,2.444,2.606,2.3,2.166,2.175,1.888,2.944,-1.656,-2.5,0.766,4.555,-6.666,-2.142,-2.228,3.857,4.597,4.666,4.699
2024-11-13 16:24:06,1.821,-0.333,0.524,-0.356,-1.018,-1.114,-0.983,-2.199,-2.649,-1.5,-1.146,-1.692,-1.1,-1.533,-0.777,-2.071,-1.272,-0.916,-1.507,-0.723,-1.215,-1.648,-1.801,-1.1,-1.149,-1.071,-1.01,-1.68,-1.42,-1.699,-1.6,-2.055,-1.861,-1.993,-2.444,-2.095,-2.5,-3.209,-2.73,-3.025,-2.888,-3.31,-3.577,-3.895,-3.555,-3.535,-3.536,-3.699,-4.068,-3.279,-3.384,-4.01,-3.705,-4.4,-4.692,-4.542,-3.717,-3.272,-3.675,-3.512,-2.943,-3.111,-3.766,2.111,1.5,-2.833,-8.355,0.666,1.571,-2.071,-1.657,-1.819,-2.571,-1.449
2024-11-13 16:24:07,-4.85,-0.878,-4.225,-1.336,-0.6,-1.7,-1.291,-1.1,-1.527,-2.333,-2.335,-1.944,-1.399,-1.858,-1.688,-1.487,-1.5,-1.75,-1.383,-2.05,-1.797,-1.923,-1.059,-1.409,-1.281,-1.341,-1.141,-0.975,-1.288,-1.314,-1.288,-1.0,-1.583,-1.7,-1.199,-1.111,-1.5,-1.674,-1.658,-1.428,-1.844,-1.583,-1.899,-1.354,-1.144,-0.964,-1.463,-1.899,-1.515,-2.205,-2.0,-1.212,-3.086,-3.042,-2.392,-2.402,-2.818,-2.8,-2.208,-2.335,-3.181,-3.92,-1.945,-0.375,2.5,3.833,7.8,-8.333,-2.25,1.833,2.085,3.644,4.793,4.392
2024-11-13 16:24:08,2.266,-0.788,1.377,-0.125,-0.057,0.736,-0.291,-0.515,-0.597,-0.583,-0.068,-0.141,-0.444,-0.216,-0.5,0.161,-0.083,0.041,-0.199,-0.059,-0.236,0.0,-0.373,-0.09,-0.218,-0.444,-0.166,-0.284,-0.444,-0.194,-0.111,0.0,0.0,-0.131,-0.466,-0.222,0.0,-0.166,-0.444,-0.199,-0.145,-0.287,-0.3,-0.226,-0.014,-0.5,-0.136,-0.009,0.06,0.066,-0.5,-0.166,0.352,0.357,0.699,0.101,0.59,-0.199,-0.488,-0.09,-0.428,0.142,0.67,-1.18,-0.166,-0.916,-4.6,8.083,-0.25,-0.933,-1.507,-0.699,0.333,-0.142
