Timestamp,Quality,Angle (degrees),Distance (mm)
2024-10-24 02:41:35,15,118.828125,414.0
2024-10-24 02:41:35,15,119.984375,422.75
2024-10-24 02:41:35,15,121.4375,430.5
2024-10-24 02:41:35,13,122.59375,439.75
2024-10-24 02:41:35,12,124.015625,451.25
2024-10-24 02:41:35,14,125.515625,462.75
2024-10-24 02:41:35,15,126.75,475.5
2024-10-24 02:41:35,15,138.078125,507.25
2024-10-24 02:41:35,15,139.5,512.75
2024-10-24 02:41:35,15,147.640625,1345.25
2024-10-24 02:41:35,15,148.953125,1354.0
2024-10-24 02:41:35,15,150.375,1374.25
2024-10-24 02:41:35,15,151.890625,1370.25
2024-10-24 02:41:35,15,153.3125,1355.0
2024-10-24 02:41:35,15,156.296875,1211.75
2024-10-24 02:41:35,15,157.671875,1193.5
2024-10-24 02:41:35,15,159.1875,1190.25
2024-10-24 02:41:35,15,160.515625,1187.25
2024-10-24 02:41:35,15,161.96875,1182.25
2024-10-24 02:41:35,15,163.421875,1173.0
2024-10-24 02:41:35,15,164.9375,1157.25
2024-10-24 02:41:35,15,166.375,1136.25
2024-10-24 02:41:35,15,167.796875,1114.0
2024-10-24 02:41:35,15,169.265625,1091.75
2024-10-24 02:41:35,15,172.0,1162.25
2024-10-24 02:41:35,15,176.046875,572.0
2024-10-24 02:41:35,15,177.65625,568.5
2024-10-24 02:41:35,15,180.65625,509.75
2024-10-24 02:41:35,15,182.015625,509.25
2024-10-24 02:41:35,15,183.6875,512.75
2024-10-24 02:41:35,15,184.8125,521.75
2024-10-24 02:41:35,15,187.90625,507.75
2024-10-24 02:41:35,15,189.15625,507.5
2024-10-24 02:41:35,15,190.5625,512.75
2024-10-24 02:41:35,15,192.046875,510.0
2024-10-24 02:41:35,15,193.390625,505.75
2024-10-24 02:41:35,15,194.96875,504.0
2024-10-24 02:41:35,9,196.234375,506.0
2024-10-24 02:41:35,9,200.765625,487.75
2024-10-24 02:41:35,11,215.359375,446.75
2024-10-24 02:41:35,15,220.71875,525.25
2024-10-24 02:41:35,15,223.234375,543.5
2024-10-24 02:41:35,15,224.671875,543.5
2024-10-24 02:41:35,15,226.234375,540.75
2024-10-24 02:41:35,15,229.265625,508.25
2024-10-24 02:41:35,15,230.8125,500.5
2024-10-24 02:41:35,15,233.734375,469.5
2024-10-24 02:41:35,15,235.015625,475.5
2024-10-24 02:41:35,15,246.625,339.0
2024-10-24 02:41:35,15,247.75,339.0
2024-10-24 02:41:35,15,250.421875,345.5
2024-10-24 02:41:35,15,252.03125,353.25
2024-10-24 02:41:35,15,253.265625,359.5
2024-10-24 02:41:35,15,254.421875,366.0
2024-10-24 02:41:35,15,255.890625,372.5
2024-10-24 02:41:35,15,271.34375,433.75
2024-10-24 02:41:35,15,275.09375,451.0
2024-10-24 02:41:35,15,276.65625,453.75
2024-10-24 02:41:35,15,278.03125,455.5
2024-10-24 02:41:35,15,279.515625,456.75
2024-10-24 02:41:35,15,280.75,458.25
2024-10-24 02:41:35,15,282.125,460.25
2024-10-24 02:41:35,15,283.78125,462.0
2024-10-24 02:41:35,15,284.953125,463.5
2024-10-24 02:41:35,15,322.078125,320.0
2024-10-24 02:41:35,15,328.328125,287.75
2024-10-24 02:41:35,15,330.125,287.75
2024-10-24 02:41:35,15,332.171875,286.5
2024-10-24 02:41:35,15,333.25,284.25
2024-10-24 02:41:35,15,334.984375,281.5
2024-10-24 02:41:35,15,338.625,267.5
2024-10-24 02:41:35,15,339.109375,262.75
2024-10-24 02:41:35,15,340.9375,255.25
2024-10-24 02:41:35,15,344.0625,249.75
2024-10-24 02:41:35,15,345.75,245.0
2024-10-24 02:41:35,15,346.921875,239.75
2024-10-24 02:41:35,15,347.84375,235.5
2024-10-24 02:41:35,15,349.78125,231.25
2024-10-24 02:41:35,15,350.515625,227.75
2024-10-24 02:41:35,15,352.640625,224.75
2024-10-24 02:41:35,15,352.8125,220.75
2024-10-24 02:41:35,15,355.78125,211.25
2024-10-24 02:41:35,15,358.3125,211.75
2024-10-24 02:41:35,15,359.734375,211.75
2024-10-24 02:41:35,15,2.03125,203.0
2024-10-24 02:41:35,15,4.03125,202.0
2024-10-24 02:41:35,15,5.453125,202.5
2024-10-24 02:41:35,15,6.875,203.75
2024-10-24 02:41:35,15,8.3125,203.75
2024-10-24 02:41:35,15,9.734375,202.75
2024-10-24 02:41:35,15,12.59375,193.5
2024-10-24 02:41:35,15,19.703125,203.0
2024-10-24 02:41:35,15,21.140625,204.25
2024-10-24 02:41:35,15,32.140625,333.25
2024-10-24 02:41:35,15,33.75,333.25
2024-10-24 02:41:35,15,34.984375,336.25
2024-10-24 02:41:35,15,36.03125,343.75
2024-10-24 02:41:35,15,41.0,2872.25
2024-10-24 02:41:35,15,42.453125,2863.0
2024-10-24 02:41:35,15,48.21875,2510.75
2024-10-24 02:41:35,15,49.640625,2496.0
2024-10-24 02:41:35,15,51.078125,2490.5
2024-10-24 02:41:35,15,52.53125,2433.25
2024-10-24 02:41:35,15,53.96875,2373.0
2024-10-24 02:41:35,15,55.4375,2308.75
2024-10-24 02:41:35,15,56.859375,2243.5
2024-10-24 02:41:35,15,58.296875,2186.5
2024-10-24 02:41:35,15,59.734375,2133.75
2024-10-24 02:41:35,15,68.1875,232.5
2024-10-24 02:41:35,15,71.09375,230.5
2024-10-24 02:41:35,15,71.3125,228.25
2024-10-24 02:41:35,15,73.0625,226.25
2024-10-24 02:41:35,15,75.375,224.25
2024-10-24 02:41:35,15,76.796875,222.75
2024-10-24 02:41:35,15,77.078125,221.75
2024-10-24 02:41:35,15,79.640625,220.5
2024-10-24 02:41:35,15,81.0625,219.25
2024-10-24 02:41:35,15,82.5,218.75
2024-10-24 02:41:35,15,83.921875,219.0
2024-10-24 02:41:35,15,85.34375,219.75
2024-10-24 02:41:35,15,85.953125,220.5
2024-10-24 02:41:35,15,88.203125,221.5
2024-10-24 02:41:35,15,89.625,223.0
2024-10-24 02:41:35,15,100.328125,334.5
2024-10-24 02:41:35,15,101.703125,339.5
2024-10-24 02:41:35,15,103.390625,344.25
2024-10-24 02:41:35,15,104.84375,348.0
2024-10-24 02:41:35,15,105.9375,352.25
2024-10-24 02:41:35,15,107.203125,357.0
2024-10-24 02:41:35,15,108.421875,362.25
2024-10-24 02:41:35,15,110.28125,368.25
2024-10-24 02:41:35,15,111.390625,374.5
2024-10-24 02:41:35,15,112.8125,381.0
2024-10-24 02:41:35,15,113.9375,387.5
2024-10-24 02:41:35,15,115.625,394.25
2024-10-24 02:41:35,15,116.765625,402.25
2024-10-24 02:41:35,13,118.34375,411.0
2024-10-24 02:41:35,15,119.625,418.75
2024-10-24 02:41:35,15,120.796875,426.75
2024-10-24 02:41:35,15,122.1875,434.75
2024-10-24 02:41:35,15,123.625,444.75
2024-10-24 02:41:35,15,124.765625,457.5
2024-10-24 02:41:35,15,126.3125,469.75
2024-10-24 02:41:35,15,137.265625,513.75
2024-10-24 02:41:35,15,138.765625,514.25
2024-10-24 02:41:35,15,147.0,1352.25
2024-10-24 02:41:35,15,148.4375,1348.25
2024-10-24 02:41:35,15,149.875,1367.0
2024-10-24 02:41:35,15,151.234375,1379.5
2024-10-24 02:41:35,15,152.703125,1370.75
2024-10-24 02:41:35,15,157.15625,1198.0
2024-10-24 02:41:35,15,158.59375,1191.5
2024-10-24 02:41:35,15,159.984375,1189.75
2024-10-24 02:41:35,15,161.453125,1187.25
2024-10-24 02:41:35,15,162.859375,1178.5
2024-10-24 02:41:35,15,164.265625,1163.5
2024-10-24 02:41:35,15,165.71875,1143.5
2024-10-24 02:41:35,15,167.21875,1122.5
2024-10-24 02:41:35,15,168.6875,1103.0
2024-10-24 02:41:35,15,176.96875,572.25
2024-10-24 02:41:35,15,180.09375,510.25
2024-10-24 02:41:35,15,181.609375,510.0
2024-10-24 02:41:35,15,183.015625,509.25
2024-10-24 02:41:35,15,184.546875,503.75
2024-10-24 02:41:35,15,185.796875,504.25
2024-10-24 02:41:35,15,187.390625,506.75
2024-10-24 02:41:35,15,188.78125,504.75
2024-10-24 02:41:35,15,190.296875,506.25
2024-10-24 02:41:35,15,191.578125,507.5
2024-10-24 02:41:35,15,192.890625,505.75
2024-10-24 02:41:35,15,194.359375,502.75
2024-10-24 02:41:35,15,195.71875,503.25
2024-10-24 02:41:35,10,197.234375,504.75
2024-10-24 02:41:35,15,211.421875,537.75
2024-10-24 02:41:35,10,214.71875,444.25
2024-10-24 02:41:35,15,221.34375,527.0
2024-10-24 02:41:35,15,222.859375,540.75
2024-10-24 02:41:35,15,224.09375,545.5
2024-10-24 02:41:35,15,225.546875,541.5
2024-10-24 02:41:35,15,227.109375,531.0
2024-10-24 02:41:35,15,230.03125,500.75
2024-10-24 02:41:35,15,231.703125,497.25
2024-10-24 02:41:35,15,234.546875,471.25
2024-10-24 02:41:35,15,236.203125,474.75
2024-10-24 02:41:35,15,247.125,337.75
2024-10-24 02:41:35,15,248.5625,340.75
2024-10-24 02:41:35,15,250.28125,345.25
2024-10-24 02:41:35,15,251.234375,350.75
2024-10-24 02:41:35,15,252.75,356.25
2024-10-24 02:41:35,15,253.90625,362.5
2024-10-24 02:41:35,15,255.421875,369.25
2024-10-24 02:41:35,15,260.421875,448.75
2024-10-24 02:41:35,15,263.46875,421.75
2024-10-24 02:41:35,15,270.34375,437.0
2024-10-24 02:41:35,15,271.921875,433.5
2024-10-24 02:41:35,15,276.0625,454.5
2024-10-24 02:41:35,15,277.375,455.25
2024-10-24 02:41:35,15,279.015625,456.25
2024-10-24 02:41:35,15,280.359375,457.5
2024-10-24 02:41:35,15,281.765625,459.25
2024-10-24 02:41:35,15,282.96875,461.0
2024-10-24 02:41:35,15,284.40625,463.25
2024-10-24 02:41:35,15,322.96875,314.0
2024-10-24 02:41:35,15,328.40625,292.75
2024-10-24 02:41:35,15,330.078125,289.75
2024-10-24 02:41:35,15,330.65625,285.25
2024-10-24 02:41:35,15,332.90625,284.25
2024-10-24 02:41:35,15,333.8125,281.75
2024-10-24 02:41:35,15,336.078125,278.25
2024-10-24 02:41:35,15,338.6875,266.5
2024-10-24 02:41:35,15,343.4375,253.5
2024-10-24 02:41:35,15,344.859375,246.75
2024-10-24 02:41:35,15,346.296875,241.25
2024-10-24 02:41:35,15,346.1875,236.75
2024-10-24 02:41:35,15,348.234375,233.0
2024-10-24 02:41:35,15,350.578125,229.25
2024-10-24 02:41:35,15,352.0,225.75
2024-10-24 02:41:35,15,353.421875,223.25
2024-10-24 02:41:35,15,356.25,211.75
2024-10-24 02:41:35,15,356.84375,211.25
2024-10-24 02:41:35,15,359.109375,211.75
2024-10-24 02:41:35,15,0.546875,210.0
2024-10-24 02:41:35,15,1.125,205.0
2024-10-24 02:41:35,15,3.390625,202.25
2024-10-24 02:41:35,15,4.8125,202.75
2024-10-24 02:41:35,15,6.25,204.0
2024-10-24 02:41:35,15,7.671875,204.0
2024-10-24 02:41:35,15,9.09375,203.25
2024-10-24 02:41:35,15,10.515625,203.0
2024-10-24 02:41:35,15,13.375,192.0
2024-10-24 02:41:35,15,19.71875,202.0
2024-10-24 02:41:35,15,25.671875,213.75
2024-10-24 02:41:35,15,33.15625,332.25
2024-10-24 02:41:35,15,34.359375,334.5
2024-10-24 02:41:35,15,35.765625,340.25
2024-10-24 02:41:35,15,40.4375,2863.0
2024-10-24 02:41:35,15,41.859375,2880.0
2024-10-24 02:41:35,15,46.234375,2616.0
2024-10-24 02:41:35,15,49.125,2497.5
2024-10-24 02:41:35,15,50.5625,2496.0
2024-10-24 02:41:35,15,52.0,2454.5
2024-10-24 02:41:35,15,53.4375,2390.0
2024-10-24 02:41:35,15,54.859375,2326.0
2024-10-24 02:41:35,15,56.328125,2267.0
2024-10-24 02:41:35,15,57.765625,2208.75
2024-10-24 02:41:35,15,59.1875,2155.25
2024-10-24 02:41:35,15,60.609375,2110.25
2024-10-24 02:41:35,15,70.546875,230.75
2024-10-24 02:41:35,15,71.984375,228.5
2024-10-24 02:41:35,15,71.8125,226.75
2024-10-24 02:41:35,15,74.828125,225.0
2024-10-24 02:41:35,15,76.25,223.25
2024-10-24 02:41:35,15,76.8125,222.0
2024-10-24 02:41:35,15,79.359375,221.0
2024-10-24 02:41:35,15,80.515625,219.75
2024-10-24 02:41:35,15,81.015625,218.75
2024-10-24 02:41:35,15,83.390625,218.75
2024-10-24 02:41:35,15,84.8125,219.5
2024-10-24 02:41:35,15,85.1875,220.25
2024-10-24 02:41:35,15,86.46875,220.75
2024-10-24 02:41:35,15,89.09375,221.75
2024-10-24 02:41:35,15,90.484375,223.5
2024-10-24 02:41:35,15,99.6875,333.5
2024-10-24 02:41:35,15,101.46875,337.0
2024-10-24 02:41:35,15,102.765625,341.75
2024-10-24 02:41:35,15,103.84375,346.75
2024-10-24 02:41:35,14,105.3125,351.0
2024-10-24 02:41:35,15,106.609375,355.5
2024-10-24 02:41:35,15,108.03125,360.25
2024-10-24 02:41:35,15,109.421875,366.25
2024-10-24 02:41:35,15,111.09375,372.25
2024-10-24 02:41:35,15,112.21875,378.0
2024-10-24 02:41:35,15,113.640625,385.25
2024-10-24 02:41:35,15,114.90625,392.25
2024-10-24 02:41:35,15,116.171875,399.75
2024-10-24 02:41:35,12,117.546875,408.0
2024-10-24 02:41:35,13,119.203125,416.0
2024-10-24 02:41:35,15,120.328125,423.75
2024-10-24 02:41:35,15,121.640625,431.75
2024-10-24 02:41:35,14,123.046875,441.5
2024-10-24 02:41:35,15,124.53125,454.0
2024-10-24 02:41:35,15,125.65625,465.5
2024-10-24 02:41:35,15,138.421875,509.5
2024-10-24 02:41:35,15,146.484375,1365.25
2024-10-24 02:41:35,15,147.96875,1348.25
2024-10-24 02:41:35,15,149.296875,1362.25
2024-10-24 02:41:35,15,150.78125,1379.25
2024-10-24 02:41:35,15,152.171875,1379.75
2024-10-24 02:41:35,15,153.609375,1359.0
2024-10-24 02:41:35,15,156.625,1207.25
2024-10-24 02:41:35,15,158.09375,1193.0
2024-10-24 02:41:35,15,159.46875,1190.25
2024-10-24 02:41:35,15,160.859375,1188.25
2024-10-24 02:41:35,15,162.359375,1181.0
2024-10-24 02:41:35,15,163.75,1169.75
2024-10-24 02:41:35,15,165.21875,1152.75
2024-10-24 02:41:35,15,166.6875,1131.75
2024-10-24 02:41:35,15,168.140625,1110.25
2024-10-24 02:41:35,15,176.546875,572.25
2024-10-24 02:41:35,15,179.59375,514.25
2024-10-24 02:41:35,15,181.015625,509.75
2024-10-24 02:41:35,15,182.6875,509.25
2024-10-24 02:41:35,15,183.96875,510.0
2024-10-24 02:41:35,15,185.234375,512.75
2024-10-24 02:41:35,15,186.8125,514.25
2024-10-24 02:41:35,15,188.109375,509.25
2024-10-24 02:41:35,15,189.796875,507.25
2024-10-24 02:41:35,15,190.984375,508.25
2024-10-24 02:41:35,15,192.6875,503.25
2024-10-24 02:41:35,15,193.953125,501.5
2024-10-24 02:41:35,15,195.359375,501.75
2024-10-24 02:41:35,15,199.625,497.75
2024-10-24 02:41:35,11,201.21875,493.5
2024-10-24 02:41:35,15,210.84375,532.25
2024-10-24 02:41:35,15,220.921875,524.0
2024-10-24 02:41:35,15,223.703125,545.5
2024-10-24 02:41:35,15,225.234375,543.0
2024-10-24 02:41:35,15,226.671875,539.25
2024-10-24 02:41:35,15,229.8125,504.25
2024-10-24 02:41:35,15,231.265625,498.25
2024-10-24 02:41:35,15,234.21875,469.0
2024-10-24 02:41:35,15,235.640625,475.25
2024-10-24 02:41:35,15,245.328125,338.5
2024-10-24 02:41:35,15,247.015625,337.0
2024-10-24 02:41:35,15,252.1875,354.75
2024-10-24 02:41:35,15,253.53125,360.75
2024-10-24 02:41:35,15,255.09375,367.25
2024-10-24 02:41:35,15,256.125,374.25
2024-10-24 02:41:35,15,257.734375,381.25
2024-10-24 02:41:35,15,268.46875,453.0
2024-10-24 02:41:35,15,271.328125,433.75
2024-10-24 02:41:35,15,277.0,454.25
2024-10-24 02:41:35,15,278.28125,455.75
2024-10-24 02:41:35,15,279.71875,457.0
2024-10-24 02:41:35,15,281.09375,459.0
2024-10-24 02:41:35,15,282.75,460.75
2024-10-24 02:41:35,15,284.015625,462.5
2024-10-24 02:41:35,15,285.5,466.5
2024-10-24 02:41:35,15,322.453125,317.25
2024-10-24 02:41:35,15,327.421875,292.75
2024-10-24 02:41:35,15,328.640625,287.25
2024-10-24 02:41:35,15,330.484375,284.5
2024-10-24 02:41:35,15,331.5,284.0
2024-10-24 02:41:35,15,333.75,283.5
2024-10-24 02:41:35,15,335.125,280.5
2024-10-24 02:41:35,15,338.28125,267.25
2024-10-24 02:41:35,15,341.140625,253.75
2024-10-24 02:41:35,15,343.9375,248.25
2024-10-24 02:41:35,15,344.15625,243.5
2024-10-24 02:41:35,15,347.140625,239.25
2024-10-24 02:41:35,15,347.9375,235.5
2024-10-24 02:41:35,15,348.703125,230.75
2024-10-24 02:41:35,15,350.453125,227.5
2024-10-24 02:41:35,15,351.5,224.75
2024-10-24 02:41:35,15,354.25,219.5
2024-10-24 02:41:35,15,355.671875,213.75
2024-10-24 02:41:35,15,357.109375,211.0
2024-10-24 02:41:35,15,358.53125,211.5
2024-10-24 02:41:35,15,359.953125,211.25
2024-10-24 02:41:35,15,2.8125,202.5
2024-10-24 02:41:35,15,4.234375,202.0
2024-10-24 02:41:35,15,5.25,202.5
2024-10-24 02:41:35,15,6.6875,203.5
2024-10-24 02:41:35,15,8.53125,203.5
2024-10-24 02:41:35,15,9.953125,202.75
2024-10-24 02:41:35,15,12.796875,192.25
2024-10-24 02:41:35,15,32.375,332.5
2024-10-24 02:41:35,15,34.125,333.25
2024-10-24 02:41:35,15,35.390625,336.5
2024-10-24 02:41:35,15,39.765625,2895.5
2024-10-24 02:41:35,15,41.203125,2873.75
2024-10-24 02:41:35,15,42.640625,2862.0
2024-10-24 02:41:35,15,48.40625,2506.5
2024-10-24 02:41:35,15,49.8125,2483.0
2024-10-24 02:41:35,15,51.25,2470.25
2024-10-24 02:41:35,15,52.703125,2421.25
2024-10-24 02:41:35,15,54.171875,2361.75
2024-10-24 02:41:35,15,55.609375,2302.25
2024-10-24 02:41:35,15,57.046875,2239.25
2024-10-24 02:41:35,15,58.5,2182.75
2024-10-24 02:41:35,15,59.953125,2131.75
2024-10-24 02:41:35,15,68.96875,231.75
2024-10-24 02:41:35,15,71.3125,229.75
2024-10-24 02:41:35,15,72.75,228.0
2024-10-24 02:41:35,15,73.421875,226.0
2024-10-24 02:41:35,15,74.453125,224.0
2024-10-24 02:41:35,15,75.578125,222.75
2024-10-24 02:41:35,15,78.453125,221.75
2024-10-24 02:41:35,15,79.875,220.25
2024-10-24 02:41:35,15,81.3125,219.0
2024-10-24 02:41:35,15,82.15625,218.75
2024-10-24 02:41:35,15,84.15625,219.25
2024-10-24 02:41:35,15,85.578125,220.0
2024-10-24 02:41:35,15,87.0,220.75
2024-10-24 02:41:35,15,88.3125,222.0
2024-10-24 02:41:35,15,89.859375,223.0
2024-10-24 02:41:35,15,101.984375,340.0
2024-10-24 02:41:35,15,103.53125,345.0
2024-10-24 02:41:35,15,104.765625,350.0
2024-10-24 02:41:35,15,106.25,354.5
2024-10-24 02:41:35,15,107.453125,358.5
2024-10-24 02:41:35,15,108.671875,363.5
2024-10-24 02:41:35,15,110.390625,369.5
2024-10-24 02:41:35,15,111.375,375.5
2024-10-24 02:41:35,15,113.078125,381.75
2024-10-24 02:41:35,15,114.359375,388.25
2024-10-24 02:41:35,15,115.65625,395.25
2024-10-24 02:41:35,15,117.125,403.25
2024-10-24 02:41:35,15,118.609375,411.5
2024-10-24 02:41:35,15,119.609375,420.25
2024-10-24 02:41:35,15,121.03125,429.0
2024-10-24 02:41:35,10,122.4375,438.25
2024-10-24 02:41:35,13,123.90625,448.5
2024-10-24 02:41:35,15,125.078125,459.75
2024-10-24 02:41:35,15,126.328125,472.0
2024-10-24 02:41:35,15,137.515625,504.5
2024-10-24 02:41:35,15,138.875,512.25
2024-10-24 02:41:35,15,147.25,1348.75
2024-10-24 02:41:35,15,148.625,1348.25
2024-10-24 02:41:35,15,150.0625,1369.25
2024-10-24 02:41:35,15,151.453125,1379.75
2024-10-24 02:41:35,15,152.921875,1368.25
2024-10-24 02:41:35,15,157.34375,1195.0
2024-10-24 02:41:35,15,158.71875,1191.0
2024-10-24 02:41:35,15,160.234375,1190.0
2024-10-24 02:41:35,15,161.59375,1185.75
2024-10-24 02:41:35,15,163.03125,1177.25
2024-10-24 02:41:35,15,164.53125,1161.5
2024-10-24 02:41:35,15,166.015625,1140.0
2024-10-24 02:41:35,15,167.390625,1118.75
2024-10-24 02:41:35,15,168.8125,1098.75
2024-10-24 02:41:35,15,171.609375,1163.25
2024-10-24 02:41:35,15,175.671875,576.75
2024-10-24 02:41:35,15,177.125,570.0
2024-10-24 02:41:35,15,180.296875,509.75
2024-10-24 02:41:35,15,181.859375,509.0
2024-10-24 02:41:35,15,183.359375,508.75
2024-10-24 02:41:35,15,184.71875,513.75
2024-10-24 02:41:35,15,186.0625,513.5
2024-10-24 02:41:35,15,187.484375,506.5
2024-10-24 02:41:35,15,188.953125,506.0
2024-10-24 02:41:35,15,190.53125,508.25
2024-10-24 02:41:35,15,191.921875,506.75
2024-10-24 02:41:35,15,193.25,505.5
2024-10-24 02:41:35,15,194.765625,503.5
2024-10-24 02:41:35,14,196.015625,506.5
2024-10-24 02:41:35,11,200.65625,486.25
2024-10-24 02:41:35,9,213.53125,438.25
2024-10-24 02:41:35,14,215.046875,445.0
2024-10-24 02:41:35,15,223.0625,541.5
2024-10-24 02:41:35,15,224.328125,545.25
2024-10-24 02:41:35,15,225.84375,542.0
2024-10-24 02:41:35,15,228.828125,511.0
2024-10-24 02:41:35,15,230.3125,500.5
2024-10-24 02:41:35,15,232.0,489.25
2024-10-24 02:41:35,15,234.9375,473.5
2024-10-24 02:41:35,15,236.390625,474.25
2024-10-24 02:41:35,15,247.765625,338.0
2024-10-24 02:41:35,15,252.984375,357.75
2024-10-24 02:41:35,15,254.328125,364.25
2024-10-24 02:41:35,15,255.734375,370.75
2024-10-24 02:41:35,15,257.0625,378.0
2024-10-24 02:41:35,15,258.265625,388.0
2024-10-24 02:41:35,15,270.6875,434.75
2024-10-24 02:41:35,15,272.1875,432.75
2024-10-24 02:41:35,15,273.765625,438.75
2024-10-24 02:41:35,15,274.78125,448.75
2024-10-24 02:41:35,15,276.3125,454.25
2024-10-24 02:41:35,15,277.671875,455.0
2024-10-24 02:41:35,15,279.1875,456.0
2024-10-24 02:41:35,15,280.453125,457.75
2024-10-24 02:41:35,15,282.15625,459.75
2024-10-24 02:41:35,15,283.390625,461.75
2024-10-24 02:41:35,15,284.96875,464.0
2024-10-24 02:41:35,15,323.390625,313.5
2024-10-24 02:41:35,15,328.421875,290.0
2024-10-24 02:41:35,15,329.890625,289.0
2024-10-24 02:41:35,15,331.5625,287.5
2024-10-24 02:41:35,15,332.25,284.5
2024-10-24 02:41:35,15,334.734375,281.5
2024-10-24 02:41:35,15,335.828125,277.75
2024-10-24 02:41:35,15,338.203125,265.25
2024-10-24 02:41:35,15,341.703125,252.5
2024-10-24 02:41:35,15,343.125,246.25
2024-10-24 02:41:35,15,345.234375,240.25
2024-10-24 02:41:35,15,346.3125,236.0
2024-10-24 02:41:35,15,348.046875,232.5
2024-10-24 02:41:35,15,349.109375,229.0
2024-10-24 02:41:35,15,351.734375,225.25
