Index,Quality,Angle (degrees),Distance (mm)
37,15,196.03125,506.5
37,15,197.578125,505.25
37,14,200.296875,497.75
37,15,214.65625,448.0
37,15,216.234375,456.5
37,15,221.234375,540.75
37,15,222.828125,537.5
37,15,224.203125,527.5
37,15,225.71875,525.25
37,15,227.0,520.25
37,15,228.390625,507.75
37,15,230.203125,494.0
37,15,231.5625,486.75
37,15,232.84375,479.75
37,15,234.265625,473.75
37,15,245.84375,336.5
37,15,246.84375,337.0
37,15,248.1875,341.0
37,15,249.421875,345.5
37,15,250.84375,350.0
37,15,252.21875,355.25
37,15,253.859375,361.5
37,15,255.21875,368.5
37,15,263.234375,423.0
37,15,268.6875,446.0
37,15,269.796875,435.25
37,15,271.546875,429.75
37,15,272.734375,429.75
37,15,279.609375,455.5
37,15,312.21875,218.0
37,15,313.640625,211.75
37,15,315.03125,205.75
37,15,316.4375,200.25
37,15,317.859375,195.25
37,15,318.9375,190.5
37,15,320.671875,186.25
37,15,322.078125,182.25
37,15,329.046875,280.5
37,15,329.640625,273.5
37,15,331.34375,267.5
37,15,332.484375,263.0
37,15,334.46875,259.5
37,15,335.90625,258.0
37,15,337.359375,257.75
37,15,338.515625,257.25
37,15,340.625,257.25
37,15,342.28125,258.5
37,15,343.546875,259.25
37,15,344.9375,258.0
37,15,346.078125,255.75
37,15,346.828125,254.25
37,15,349.15625,253.25
37,15,350.203125,251.0
37,15,352.234375,247.5
37,15,354.578125,245.25
37,15,355.125,244.5
37,15,355.875,243.75
38,15,356.953125,242.75
38,15,359.96875,241.75
38,15,0.59375,241.0
38,15,3.046875,239.75
38,15,4.453125,238.5
38,15,4.328125,238.0
38,15,7.265625,237.75
38,15,8.046875,239.0
38,15,13.15625,239.25
38,15,12.9375,239.75
38,15,15.71875,241.0
38,15,17.140625,241.0
38,15,18.234375,242.0
38,15,19.390625,243.75
38,15,20.5,245.5
38,15,20.703125,245.25
38,15,24.109375,246.0
38,15,24.3125,249.0
38,15,25.375,251.25
38,15,27.53125,253.75
38,15,28.46875,254.5
38,15,28.78125,256.0
38,15,36.109375,270.0
38,15,46.46875,2605.0
38,15,49.328125,2493.25
38,15,50.734375,2495.0
38,15,52.171875,2448.0
38,15,53.5625,2381.75
38,15,54.984375,2317.0
38,15,56.421875,2257.25
38,15,57.84375,2195.75
38,15,59.3125,2137.75
38,15,60.6875,2095.75
38,15,62.109375,2059.25
38,15,66.40625,1952.5
38,15,75.0625,266.0
38,15,75.328125,262.75
38,15,77.328125,260.5
38,15,78.40625,258.5
38,15,80.8125,256.25
38,15,82.375,254.5
38,15,83.0625,253.25
38,15,84.421875,252.5
38,15,86.015625,252.5
38,15,86.703125,253.75
38,15,87.953125,256.25
38,15,90.21875,259.0
38,15,100.28125,374.75
38,15,101.734375,375.25
38,15,103.21875,377.5
38,15,104.6875,383.75
38,15,105.78125,389.25
38,15,107.515625,393.0
38,15,108.625,396.75
38,15,110.0,401.5
38,15,111.265625,407.5
38,15,112.609375,413.5
38,15,113.84375,419.25
38,15,115.28125,425.5
38,15,116.921875,432.25
38,15,117.953125,440.0
38,15,119.234375,447.5
38,15,120.890625,455.75
38,15,122.0625,464.25
38,13,123.578125,473.5
38,13,124.765625,485.25
38,15,126.0,496.5
38,12,127.296875,508.75
38,15,138.59375,514.25
38,15,146.796875,1352.0
38,15,148.171875,1347.25
38,15,149.546875,1365.5
38,15,151.015625,1376.75
38,15,152.40625,1369.5
38,15,156.8125,1201.5
38,15,158.15625,1191.5
38,15,159.5625,1188.75
38,15,160.984375,1187.0
38,15,162.40625,1179.75
38,15,163.859375,1168.0
38,15,165.25,1151.25
38,15,166.71875,1128.75
38,15,168.09375,1107.5
38,15,176.484375,572.5
38,15,179.640625,513.0
38,15,180.984375,509.25
38,15,182.421875,508.75
38,15,183.578125,513.25
38,15,185.15625,518.0
38,15,186.390625,516.5
38,15,188.09375,511.5
38,15,189.21875,511.25
38,15,190.671875,513.25
38,15,192.328125,505.0
38,15,196.296875,500.5
38,15,197.671875,506.25
38,15,199.328125,501.5
38,15,218.84375,531.0
38,15,220.203125,532.75
38,15,221.5625,541.0
38,15,223.109375,537.75
38,15,224.390625,527.25
38,15,225.734375,525.25
38,15,227.34375,519.75
38,15,228.703125,505.5
38,15,230.25,492.5
38,15,231.78125,486.0
38,15,233.390625,479.75
38,15,234.59375,472.75
38,15,245.671875,336.5
38,15,247.3125,337.25
38,15,248.828125,341.25
38,15,249.875,346.0
38,15,251.546875,351.0
38,15,252.796875,357.0
38,15,253.890625,363.25
38,15,255.515625,369.5
38,15,263.109375,421.75
38,15,268.671875,443.5
38,15,270.265625,434.0
38,15,271.5,430.0
38,15,273.15625,430.5
38,15,274.3125,438.0
38,15,275.859375,448.75
38,15,276.890625,453.75
38,15,278.421875,459.5
38,15,311.390625,216.5
38,15,314.1875,210.75
38,15,314.796875,204.5
38,15,316.765625,198.75
38,15,318.171875,193.75
38,15,319.578125,189.5
38,15,320.984375,185.5
38,15,322.390625,181.5
38,15,326.78125,286.5
38,15,328.203125,279.5
38,15,330.703125,273.0
38,15,332.03125,267.0
38,15,333.34375,262.25
38,15,334.6875,259.0
38,15,336.8125,257.75
38,15,337.640625,257.25
38,15,339.203125,257.25
38,15,340.5625,257.75
38,15,342.1875,258.75
38,15,342.59375,259.0
38,15,345.5,257.5
38,15,345.984375,255.75
38,15,347.046875,254.25
38,15,349.609375,252.75
38,15,350.015625,250.5
38,15,351.4375,247.5
38,15,352.75,245.25
38,15,354.140625,244.25
38,15,357.65625,243.5
39,15,357.953125,242.5
39,15,359.5,242.0
39,15,0.53125,241.25
39,15,2.28125,239.5
39,15,4.6875,238.25
39,15,4.171875,238.0
39,15,6.8125,238.0
39,15,8.90625,238.75
39,15,10.3125,238.75
39,15,9.84375,239.25
39,15,11.625,240.0
39,15,13.234375,240.25
39,15,13.953125,240.75
39,15,17.109375,241.25
39,15,16.734375,242.5
39,15,20.0,244.25
39,15,20.6875,245.75
39,15,22.609375,245.5
39,15,22.671875,246.5
39,15,24.09375,249.5
39,15,24.921875,251.5
39,15,27.6875,254.0
39,15,29.28125,255.25
39,15,30.234375,256.0
39,15,31.203125,257.75
39,15,36.28125,270.5
39,15,48.15625,2499.5
39,15,49.5625,2484.25
39,15,50.984375,2487.0
39,15,52.40625,2432.5
39,15,53.859375,2367.25
39,15,55.265625,2303.5
39,15,56.703125,2243.5
39,15,58.109375,2188.5
39,15,59.515625,2135.0
39,15,60.9375,2088.0
39,15,62.359375,2047.0
39,15,66.59375,1942.25
39,15,75.234375,265.75
39,15,75.4375,262.5
39,15,78.421875,260.25
39,15,78.4375,258.25
39,15,79.890625,256.25
39,15,82.34375,254.25
39,15,84.015625,252.75
39,15,84.71875,252.5
39,15,86.703125,253.25
39,15,87.09375,254.25
39,15,88.375,256.5
39,15,90.375,259.25
39,15,102.25,375.25
39,13,103.5625,377.75
39,15,104.625,384.75
39,15,106.09375,390.0
39,15,107.6875,393.25
39,15,108.859375,397.5
39,15,110.1875,402.75
39,15,111.390625,408.75
39,15,113.078125,414.25
39,15,114.125,419.75
39,15,115.8125,426.25
39,15,117.0625,433.5
39,15,118.4375,441.0
39,15,119.71875,449.25
39,15,120.921875,457.75
39,15,122.15625,465.75
39,15,123.59375,475.0
39,13,125.046875,486.5
39,15,126.4375,497.75
39,13,127.546875,510.75
39,14,130.390625,544.25
39,15,138.859375,514.0
39,15,146.984375,1349.5
39,15,148.390625,1345.75
39,15,149.78125,1366.25
39,15,151.15625,1378.75
39,15,152.625,1369.25
39,15,156.953125,1198.75
39,15,158.34375,1192.25
39,15,159.765625,1189.25
39,15,161.171875,1185.75
39,15,162.59375,1178.75
39,15,164.0,1166.25
39,15,165.421875,1147.75
39,15,166.8125,1126.75
39,15,168.25,1105.5
39,15,176.390625,572.5
39,15,179.703125,513.0
39,15,180.953125,509.25
39,15,182.46875,509.0
39,15,183.890625,510.5
39,15,185.1875,515.25
39,15,186.578125,516.5
39,15,188.09375,512.0
39,15,189.515625,511.25
39,15,190.796875,510.5
39,15,192.234375,502.5
39,15,196.65625,500.25
39,15,197.984375,507.5
39,15,199.328125,505.0
39,11,205.359375,447.75
39,12,208.3125,439.75
39,15,210.40625,528.25
39,15,220.28125,534.75
39,15,221.703125,540.0
39,15,223.1875,536.0
39,15,224.671875,526.75
39,15,226.140625,525.0
39,15,227.515625,518.75
39,15,229.078125,504.25
39,15,230.359375,492.5
39,15,231.78125,487.0
39,15,233.484375,480.25
39,15,234.78125,472.75
39,15,246.125,336.5
39,15,247.1875,337.75
39,15,249.03125,342.0
39,15,249.96875,346.5
39,15,251.34375,351.25
39,15,252.84375,357.0
39,15,253.8125,363.25
39,15,255.46875,369.75
39,15,260.296875,445.5
39,15,263.515625,420.0
39,15,268.671875,443.5
39,15,270.1875,433.75
39,15,271.6875,429.75
39,15,272.96875,430.5
39,15,274.21875,438.0
39,15,275.84375,448.75
39,15,277.296875,453.75
39,15,278.515625,459.5
39,15,312.171875,216.5
39,15,313.984375,210.5
39,15,315.390625,204.5
39,15,316.796875,198.75
39,15,318.21875,193.75
39,15,319.625,189.25
39,15,321.03125,185.25
39,15,322.4375,181.5
39,15,327.578125,286.25
39,15,329.203125,279.25
39,15,330.203125,272.75
39,15,332.65625,266.75
39,15,333.515625,262.0
39,15,334.234375,259.0
39,15,336.265625,257.75
39,15,338.078125,257.25
39,15,339.109375,257.25
39,15,341.03125,257.75
39,15,342.40625,258.75
39,15,342.625,259.0
39,15,345.0,257.25
39,15,346.40625,255.5
39,15,347.34375,254.25
39,15,349.40625,252.75
39,15,350.0625,250.5
39,15,353.484375,247.5
39,15,352.765625,245.25
39,15,356.265625,244.25
39,15,357.671875,243.5
40,15,357.078125,242.5
40,15,0.34375,242.0
40,15,1.890625,241.0
40,15,2.015625,239.5
40,15,4.703125,238.25
40,15,6.109375,238.0
40,15,7.515625,238.0
40,15,7.828125,238.5
40,15,10.3125,238.5
40,15,9.796875,239.25
40,15,12.875,240.0
40,15,13.078125,240.25
40,15,14.203125,240.75
40,15,15.921875,241.25
40,15,18.140625,242.25
40,15,20.03125,244.25
40,15,19.765625,245.75
40,15,22.109375,245.75
40,15,23.28125,246.75
40,15,24.359375,249.5
40,15,26.0625,251.5
40,15,26.296875,253.75
40,15,28.21875,255.25
40,15,29.28125,256.25
40,15,30.90625,259.0
40,15,36.328125,270.75
40,15,37.96875,273.75
40,15,48.203125,2504.25
40,15,49.578125,2489.5
40,15,51.015625,2487.25
40,15,52.4375,2432.5
40,15,53.875,2367.75
40,15,55.3125,2304.0
40,15,56.75,2240.25
40,15,58.15625,2185.0
40,15,59.53125,2135.0
40,15,60.953125,2088.25
40,15,62.375,2046.25
40,15,66.609375,1942.5
40,15,75.28125,265.5
40,15,76.5625,262.5
40,15,77.4375,260.25
40,15,79.9375,258.25
40,15,80.546875,256.25
40,15,82.4375,254.25
40,15,83.015625,252.75
40,15,84.53125,252.5
40,15,86.96875,253.25
40,15,86.875,254.25
40,15,88.796875,256.5
40,15,90.296875,259.25
40,15,102.15625,375.0
40,14,103.421875,378.0
40,15,104.75,385.0
40,15,106.296875,389.75
40,15,107.390625,393.75
40,15,108.8125,398.0
40,15,110.4375,403.0
40,15,111.4375,408.75
40,15,113.046875,414.25
40,15,114.296875,420.5
40,15,115.515625,427.5
40,15,117.03125,434.0
40,15,118.3125,441.0
40,15,119.65625,449.5
40,15,120.9375,458.25
40,15,122.265625,467.0
40,15,123.84375,477.25
40,15,125.03125,487.5
40,15,126.484375,497.5
40,15,139.03125,514.0
40,15,147.046875,1349.5
40,15,148.5,1348.0
40,15,149.828125,1367.25
40,15,151.296875,1377.75
40,15,152.703125,1369.25
40,15,157.03125,1196.5
40,15,158.4375,1190.25
40,15,159.8125,1189.25
40,15,161.25,1185.75
40,15,162.640625,1178.0
40,15,164.15625,1164.25
40,15,165.53125,1146.25
40,15,166.9375,1126.0
40,15,168.375,1105.25
40,15,172.546875,1158.25
40,15,176.65625,572.25
40,15,179.828125,512.0
40,15,181.140625,509.5
40,15,182.4375,509.25
40,15,184.03125,510.5
40,15,185.34375,515.0
40,15,186.84375,516.75
40,15,188.171875,513.0
40,15,189.578125,511.75
40,15,191.046875,509.25
40,15,192.453125,500.75
40,15,193.859375,501.75
40,15,195.140625,512.5
40,15,196.8125,510.5
40,15,198.09375,507.25
40,15,199.59375,505.0
40,15,210.5,528.5
40,15,217.859375,527.0
40,15,219.109375,525.25
40,15,220.5,535.25
40,15,221.78125,540.25
40,15,223.21875,535.75
40,15,224.78125,526.75
40,15,226.03125,525.0
40,15,229.140625,503.25
40,15,230.703125,492.25
40,15,231.953125,487.0
40,15,233.53125,480.5
40,15,234.953125,472.5
40,15,244.40625,341.75
40,15,246.046875,336.25
40,15,247.15625,338.0
40,15,248.96875,342.0
40,15,249.9375,346.5
40,15,251.25,351.5
40,15,253.015625,357.5
40,15,253.984375,363.75
40,15,255.4375,370.0
40,15,260.328125,445.25
40,15,262.046875,432.25
40,15,263.59375,419.75
40,15,268.8125,443.0
40,15,270.5,433.5
40,15,271.75,430.0
40,15,273.34375,431.25
40,15,277.265625,454.0
40,15,278.640625,455.25
40,15,311.9375,215.5
40,15,314.140625,209.5
40,15,315.546875,203.5
40,15,316.953125,198.25
40,15,318.359375,193.5
40,15,319.765625,189.25
40,15,321.1875,185.0
40,15,322.59375,181.25
40,15,327.859375,284.5
40,15,328.359375,278.0
40,15,330.328125,272.0
40,15,332.078125,266.0
40,15,333.734375,261.5
40,15,335.171875,258.75
40,15,336.390625,257.75
40,15,338.015625,257.25
40,15,339.953125,257.0
40,15,340.21875,257.5
40,15,342.671875,258.75
40,15,343.0625,258.75
40,15,345.421875,257.25
40,15,346.9375,255.25
40,15,348.140625,254.0
40,15,350.828125,252.5
40,15,352.234375,250.0
40,15,352.609375,247.25
40,15,354.1875,245.5
40,15,355.640625,244.25
40,15,357.0,243.5
41,15,357.75,242.5
41,15,359.625,241.75
41,15,0.234375,240.5
41,15,2.546875,239.25
41,15,3.171875,238.5
41,15,6.328125,238.0
41,15,5.78125,237.75
41,15,7.25,237.75
41,15,10.546875,238.25
41,15,11.328125,239.25
41,15,13.375,239.5
41,15,14.78125,240.0
41,15,15.15625,240.75
41,15,17.59375,241.25
41,15,17.90625,242.75
41,15,20.40625,244.5
41,15,19.890625,245.75
41,15,22.984375,245.75
41,15,23.765625,247.0
41,15,25.796875,249.5
41,15,26.5,252.0
41,15,26.71875,254.0
41,15,29.59375,255.0
41,15,37.328125,271.25
41,15,48.40625,2499.0
41,15,49.8125,2495.25
41,15,51.21875,2481.0
41,15,52.671875,2419.75
41,15,54.0625,2362.0
41,15,55.515625,2298.5
41,15,56.9375,2233.75
41,15,58.375,2180.25
41,15,59.765625,2131.25
41,15,61.1875,2084.75
41,15,62.609375,2044.75
41,15,66.875,1942.0
41,14,75.125,265.0
41,13,77.28125,262.0
41,15,77.609375,259.5
41,15,78.578125,257.75
41,15,80.453125,256.0
41,15,83.0,254.0
41,15,83.96875,252.5
41,15,85.375,252.25
41,15,85.6875,253.0
41,15,87.921875,254.25
41,15,89.921875,256.75
41,15,89.84375,259.25
41,15,102.28125,375.75
41,15,103.734375,380.25
41,15,105.3125,386.25
41,15,106.5625,390.0
41,15,107.921875,394.0
41,15,108.96875,398.25
41,15,110.484375,404.0
41,15,111.6875,410.0
41,15,113.078125,416.0
41,15,114.75,422.0
41,15,115.96875,428.5
41,15,117.359375,435.75
41,15,118.546875,443.25
41,15,119.828125,451.25
41,15,121.25,459.5
41,15,122.828125,467.75
41,15,124.0,477.5
41,15,125.28125,488.75
41,15,126.5625,500.0
41,15,129.40625,531.5
41,15,139.25,513.5
41,15,147.359375,1346.0
41,15,148.671875,1351.25
41,15,150.09375,1369.5
41,15,151.546875,1375.0
41,15,152.96875,1363.75
41,15,157.328125,1193.5
41,15,158.734375,1188.75
41,15,160.09375,1188.75
41,15,161.546875,1184.75
41,15,162.953125,1176.25
41,15,164.375,1161.5
41,15,165.796875,1140.0
41,15,167.28125,1118.5
41,15,168.703125,1099.75
41,15,171.453125,1163.5
41,15,175.625,579.5
41,15,176.875,572.0
41,15,180.1875,510.0
41,15,181.625,509.5
41,15,182.828125,509.5
41,15,184.40625,512.0
41,15,185.71875,514.0
41,15,187.1875,513.5
41,15,188.484375,512.0
41,15,189.921875,512.0
41,15,191.328125,518.75
41,15,195.6875,520.75
41,15,197.015625,509.5
41,10,199.78125,498.75
41,15,210.96875,531.75
41,15,220.875,538.5
41,15,222.34375,538.75
41,15,223.5625,531.75
41,15,224.953125,526.25
41,15,226.421875,524.0
41,15,230.765625,489.0
41,15,232.484375,485.0
41,15,233.90625,478.75
41,15,235.140625,471.0
41,15,245.046875,337.75
41,15,246.625,336.5
41,15,248.0625,338.75
41,15,249.1875,343.0
41,15,250.203125,347.75
41,15,251.703125,353.25
41,15,253.03125,359.5
41,15,254.359375,365.75
41,15,255.625,372.5
41,15,262.25,428.25
41,15,263.796875,416.25
41,15,269.203125,440.0
41,15,270.890625,430.25
41,15,272.015625,428.5
41,15,273.421875,431.75
41,15,277.59375,454.25
41,15,278.953125,455.25
41,15,312.78125,213.75
41,15,314.515625,208.0
41,15,315.921875,202.25
41,15,317.328125,197.0
41,15,318.734375,192.0
41,15,320.15625,187.5
41,15,321.5625,183.75
41,15,322.953125,180.75
41,15,327.8125,282.25
41,15,328.828125,276.25
41,15,330.90625,270.0
41,15,333.078125,264.5
41,15,334.703125,260.5
41,15,335.703125,258.25
41,15,336.96875,257.75
41,15,337.640625,257.25
41,15,339.15625,257.0
41,15,340.875,257.75
41,15,342.578125,259.0
41,15,344.5,258.75
41,15,345.671875,256.75
41,15,346.890625,255.0
41,15,347.984375,253.75
41,15,349.828125,251.75
41,15,351.828125,249.25
41,15,354.046875,246.5
41,15,353.421875,244.75
41,15,354.84375,244.0
42,15,356.96875,243.0
42,15,358.375,242.25
42,15,359.953125,241.5
42,15,0.875,240.5
42,15,2.828125,239.0
42,15,4.828125,238.25
42,15,6.0625,237.75
42,15,8.15625,237.5
42,15,7.640625,237.75
42,15,10.09375,239.0
42,15,12.375,239.75
42,15,12.265625,240.5
42,15,13.953125,241.25
42,15,16.359375,241.0
42,15,16.203125,241.25
42,15,19.40625,243.75
42,15,18.671875,245.75
42,15,20.28125,245.75
42,15,21.734375,246.25
42,15,23.25,248.0
42,15,26.328125,250.5
42,15,25.796875,252.5
42,15,26.9375,254.5
42,15,28.984375,255.75
42,15,30.21875,256.75
42,15,35.703125,269.5
42,15,37.65625,272.0
42,15,48.84375,2494.25
42,15,50.25,2499.0
42,15,51.71875,2467.75
42,15,53.140625,2396.0
42,15,54.5625,2331.25
42,15,56.0,2278.5
42,15,57.40625,2222.5
42,15,58.859375,2162.0
42,15,60.265625,2110.25
42,15,61.6875,2069.25
42,13,74.625,268.25
42,15,75.734375,263.5
42,15,77.515625,261.25
42,15,77.765625,259.0
42,15,79.484375,257.0
42,15,81.859375,255.25
42,15,82.90625,253.5
42,15,85.046875,252.5
42,15,85.734375,252.5
42,15,86.734375,253.25
42,15,87.5625,255.25
42,15,89.28125,258.0
42,15,91.15625,260.75
42,15,102.65625,376.0
42,15,104.0,382.0
42,15,105.71875,388.25
42,15,107.078125,392.0
42,15,108.375,396.0
42,15,109.609375,400.5
42,15,110.859375,406.0
42,14,112.4375,412.0
42,15,113.765625,418.5
42,15,115.15625,424.75
42,15,116.234375,431.25
42,15,117.765625,438.5
42,15,119.28125,446.0
42,15,120.421875,454.5
42,15,121.875,463.0
42,10,123.3125,471.25
42,15,124.5625,481.0
42,15,125.765625,493.0
42,15,127.09375,506.5
42,15,128.34375,521.25
42,15,138.25,514.0
42,15,146.453125,1358.25
42,15,147.84375,1346.75
42,15,149.296875,1362.75
42,15,150.640625,1378.75
42,15,152.046875,1376.5
42,15,156.5625,1204.25
42,15,157.96875,1192.0
42,15,159.3125,1191.0
42,15,160.703125,1190.5
42,15,162.1875,1183.0
42,15,163.53125,1170.5
42,15,165.0,1153.0
42,15,166.4375,1131.25
42,15,167.90625,1111.25
42,15,176.140625,572.25
42,15,180.671875,509.25
42,15,182.015625,508.75
42,15,183.453125,512.25
42,15,184.765625,521.75
42,15,186.203125,519.25
42,15,187.71875,510.5
42,15,189.078125,511.5
42,15,190.453125,512.75
42,15,192.203125,505.5
42,15,196.296875,501.75
42,15,197.5625,506.5
42,13,200.4375,501.25
42,15,220.015625,531.75
42,15,221.265625,540.75
42,15,222.875,537.5
42,15,224.359375,527.25
42,15,225.828125,524.75
42,15,227.140625,520.25
42,15,228.71875,507.75
42,15,230.296875,494.0
42,15,231.625,486.5
42,15,232.921875,479.75
42,15,234.328125,473.25
42,15,246.0,336.5
42,15,246.8125,337.0
42,15,248.25,341.0
42,15,249.484375,345.75
42,15,251.171875,350.25
42,15,252.59375,355.75
42,15,253.9375,362.0
42,15,255.0625,368.5
42,15,263.0625,423.0
42,15,268.609375,446.0
42,15,269.84375,435.25
42,15,271.40625,429.75
42,15,272.84375,429.75
42,15,274.171875,434.5
42,15,276.953125,454.0
42,15,279.421875,455.5
42,15,312.53125,211.5
42,15,315.03125,205.75
42,15,316.4375,200.25
42,15,317.84375,195.25
42,15,319.25,190.5
42,15,320.65625,186.25
42,15,322.0625,182.25
42,15,328.578125,280.5
42,15,329.84375,274.0
42,15,330.953125,268.0
42,15,333.359375,263.0
42,15,334.734375,259.5
42,15,335.6875,258.0
42,15,337.8125,257.75
42,15,338.140625,257.0
42,15,340.6875,257.25
42,15,342.453125,258.5
42,15,342.328125,259.25
42,15,344.0,258.0
42,15,346.015625,255.75
42,15,347.171875,254.25
42,15,348.984375,253.25
42,15,351.609375,251.0
42,15,351.203125,248.0
42,15,354.5625,245.75
42,15,355.34375,244.5
42,15,356.09375,243.5
43,15,357.6875,242.5
43,15,358.671875,241.75
43,15,1.609375,241.0
43,15,1.90625,239.75
43,15,3.421875,238.5
43,15,5.84375,238.0
43,15,5.90625,237.75
43,15,6.75,239.0
43,15,11.09375,239.25
43,15,14.546875,239.75
43,15,13.8125,241.0
43,15,15.671875,241.0
43,15,17.375,242.0
43,15,18.765625,243.75
43,15,19.359375,245.5
43,15,21.109375,245.25
43,15,22.296875,246.0
43,15,25.515625,249.0
43,15,25.703125,251.0
43,15,27.078125,253.5
43,15,29.171875,254.5
43,15,29.328125,255.75
43,15,30.359375,256.5
43,15,35.796875,270.0
43,15,46.515625,2603.0
43,15,49.34375,2492.25
43,15,50.75,2494.75
43,15,52.1875,2444.75
43,15,53.578125,2378.25
43,15,55.0,2315.5
43,15,56.421875,2256.0
43,15,57.875,2195.5
43,15,59.328125,2137.75
43,15,60.765625,2092.25
43,15,62.203125,2050.25
43,15,66.453125,1946.5
43,15,74.109375,266.0
43,15,75.609375,262.5
43,15,77.984375,260.25
43,15,78.8125,258.25
43,15,81.078125,256.25
43,15,81.640625,254.5
43,15,83.8125,253.25
43,15,85.171875,252.5
43,15,87.46875,253.0
43,15,87.21875,254.25
43,15,89.046875,256.25
43,15,90.625,259.0
43,15,100.421875,375.0
43,15,102.0625,375.25
43,13,103.578125,378.0
43,15,104.703125,384.75
43,15,106.125,389.75
43,15,107.3125,393.25
43,15,108.625,397.5
43,15,110.109375,403.0
43,15,111.421875,408.25
43,15,112.78125,414.0
43,15,114.328125,419.75
43,15,115.46875,426.25
43,15,117.046875,433.5
43,15,118.375,440.75
43,15,119.5625,448.25
43,15,120.8125,457.0
43,15,122.3125,465.5
43,15,123.453125,475.0
43,15,125.078125,486.0
43,15,126.328125,497.0
43,14,127.53125,510.5
43,15,138.96875,514.0
43,15,146.90625,1351.0
43,15,148.328125,1347.25
43,15,149.71875,1366.25
43,15,151.109375,1379.0
43,15,152.578125,1369.75
43,15,156.921875,1198.5
43,15,158.328125,1192.25
43,15,159.75,1189.25
43,15,161.1875,1185.75
43,15,162.578125,1178.25
43,15,164.015625,1165.25
43,15,165.5,1147.0
43,15,166.890625,1125.75
43,15,168.34375,1104.75
43,15,176.71875,572.25
43,15,179.71875,512.0
43,15,181.25,509.25
43,15,182.59375,509.0
43,15,183.859375,510.5
43,15,185.328125,514.75
43,15,186.59375,516.75
43,15,188.203125,512.75
43,15,189.484375,511.5
43,15,190.984375,509.0
43,15,192.34375,500.75
43,15,193.734375,500.75
43,15,195.234375,511.25
43,15,196.765625,510.5
43,15,198.140625,507.5
43,15,199.421875,505.25
43,15,210.65625,528.25
43,15,220.40625,535.25
43,15,221.703125,539.75
43,15,223.40625,535.5
43,15,224.65625,526.75
43,15,225.96875,525.0
43,15,229.25,503.0
43,15,230.59375,492.25
43,15,232.109375,487.0
43,15,233.578125,480.25
43,15,234.859375,472.25
43,15,244.75,341.0
43,15,246.4375,336.25
43,15,247.28125,338.0
43,15,248.640625,342.5
43,15,249.921875,347.0
43,15,251.53125,351.5
43,15,253.140625,357.5
43,15,254.171875,364.25
43,15,255.546875,371.0
43,15,260.390625,445.25
43,15,263.703125,418.5
43,15,269.21875,442.5
43,15,270.703125,432.5
43,15,271.6875,429.25
43,15,273.453125,431.25
43,15,277.359375,454.0
43,15,278.484375,455.25
43,15,312.703125,216.0
43,15,314.109375,209.5
43,15,315.515625,203.5
43,15,316.921875,198.25
43,15,318.328125,193.75
43,15,319.734375,189.25
43,15,321.140625,185.0
43,15,322.546875,181.25
43,15,327.28125,284.5
43,15,328.359375,278.0
43,15,330.125,272.0
43,15,332.265625,266.0
43,15,333.09375,261.5
43,15,334.96875,258.75
43,15,335.96875,257.75
43,15,337.15625,257.25
43,15,340.1875,257.0
43,15,341.46875,257.5
43,15,342.203125,258.75
43,15,343.421875,258.75
43,15,345.515625,257.25
43,15,346.171875,255.25
43,15,347.171875,254.0
43,15,349.53125,252.5
43,15,351.1875,250.0
43,15,352.3125,247.25
43,15,352.9375,245.25
43,15,355.09375,244.25
43,15,356.734375,243.5
44,15,358.046875,242.5
44,15,0.09375,241.75
44,15,0.6875,241.5
44,15,1.78125,240.0
44,15,3.0625,238.5
44,15,6.296875,238.0
44,15,7.703125,237.75
44,15,7.4375,238.0
44,15,9.515625,238.5
44,15,10.25,239.25
44,15,11.78125,239.5
44,15,12.765625,240.0
44,15,16.15625,240.75
44,15,16.09375,241.25
44,15,17.484375,242.75
44,15,18.75,244.5
44,15,19.96875,245.75
44,15,21.390625,245.75
44,15,22.703125,247.0
44,15,24.90625,249.75
44,15,25.671875,252.25
44,15,27.75,254.0
44,15,28.296875,255.0
44,15,29.8125,256.75
44,15,30.734375,260.75
44,15,35.09375,267.0
44,15,36.296875,271.25
44,15,48.421875,2498.75
44,15,49.828125,2494.75
44,15,51.265625,2480.75
44,15,52.65625,2419.5
44,15,54.09375,2362.25
44,15,55.53125,2299.0
44,15,56.96875,2233.5
44,15,58.390625,2174.25
44,15,59.796875,2125.75
44,15,61.234375,2084.75
44,15,62.640625,2044.75
44,15,66.90625,1935.5
44,14,74.296875,264.75
44,15,75.765625,262.0
44,15,78.46875,259.5
44,15,79.171875,257.5
44,15,80.65625,255.5
44,15,81.515625,253.75
44,15,83.296875,252.5
44,15,86.125,252.25
44,15,87.421875,253.0
44,15,87.390625,254.5
44,15,88.4375,257.0
44,15,89.96875,259.25
44,15,102.265625,375.75
44,15,103.5625,380.25
44,15,105.171875,386.5
44,15,106.375,390.25
44,15,107.625,394.0
44,15,109.015625,398.25
44,15,110.734375,404.0
44,15,112.015625,410.0
44,15,113.15625,416.25
44,15,114.796875,422.5
44,15,116.125,428.75
44,15,117.390625,435.75
44,15,118.6875,443.25
44,14,119.890625,451.25
44,15,121.375,460.5
44,15,122.640625,468.75
44,15,123.921875,477.75
44,15,125.296875,489.0
44,15,126.625,500.0
44,15,129.21875,532.5
44,15,139.375,514.25
44,15,147.46875,1346.75
