Index,Quality,Angle (degrees),Distance (mm)
19,15,27.828125,254.5
19,15,29.265625,255.5
19,15,30.546875,257.0
19,15,36.0,270.75
19,15,48.234375,2504.75
19,15,49.59375,2489.75
19,15,51.0,2485.0
19,15,52.4375,2430.75
19,15,53.890625,2367.75
19,15,55.296875,2303.75
19,15,56.71875,2239.75
19,15,58.140625,2184.5
19,15,59.546875,2134.5
19,15,60.953125,2088.5
19,15,62.390625,2046.75
19,15,66.625,1943.75
19,14,74.21875,265.0
19,15,75.953125,262.25
19,15,77.4375,260.25
19,15,78.703125,258.25
19,15,80.25,256.25
19,15,81.3125,254.5
19,15,83.40625,253.0
19,15,85.859375,252.5
19,15,86.921875,253.5
19,15,87.953125,254.5
19,15,88.375,256.5
19,15,89.53125,259.25
19,15,102.46875,375.5
19,15,103.625,379.5
19,15,105.078125,385.75
19,15,106.28125,390.0
19,15,107.75,394.0
19,15,108.890625,398.5
19,15,110.296875,404.0
19,15,111.59375,409.75
19,15,112.859375,415.75
19,15,114.390625,421.75
19,15,115.96875,427.75
19,15,116.984375,435.0
19,15,118.40625,442.75
19,15,119.75,450.25
19,15,121.046875,458.25
19,15,122.609375,467.0
19,15,123.796875,477.5
19,15,125.046875,488.25
19,15,126.515625,498.25
19,15,129.21875,529.25
19,15,139.140625,514.0
19,15,147.15625,1347.75
19,15,148.5625,1347.25
19,15,149.984375,1367.5
19,15,151.328125,1379.5
19,15,152.734375,1369.5
19,15,157.109375,1195.0
19,15,158.546875,1189.25
19,15,160.015625,1188.5
19,15,161.328125,1186.25
19,15,162.828125,1177.5
19,15,164.171875,1163.75
19,15,165.65625,1145.0
19,15,167.046875,1123.0
19,15,168.5,1102.75
19,15,172.640625,1158.75
19,15,176.671875,572.5
19,15,179.828125,510.25
19,15,181.21875,510.25
19,15,182.6875,509.75
19,15,183.984375,511.5
19,15,185.671875,514.75
19,15,186.953125,516.25
19,15,188.28125,513.5
19,15,189.9375,510.0
19,15,191.15625,511.75
19,15,192.796875,506.5
19,15,195.328125,518.5
19,13,199.796875,499.0
19,15,210.734375,529.75
19,12,214.375,444.5
19,15,220.640625,537.5
19,15,221.96875,539.25
19,15,223.53125,532.75
19,15,224.875,526.0
19,15,226.21875,525.25
19,15,229.4375,501.25
19,15,230.859375,491.0
19,15,232.3125,485.25
19,15,233.796875,479.0
19,15,235.34375,471.75
19,15,238.21875,423.0
19,15,245.03125,337.75
19,15,246.265625,336.25
19,15,247.828125,338.5
19,15,249.015625,343.0
19,15,250.203125,347.75
19,15,251.875,353.25
19,15,252.984375,359.0
19,15,254.4375,365.0
19,15,255.71875,372.0
19,15,263.921875,417.0
19,15,269.328125,441.0
19,15,270.609375,431.0
19,15,272.109375,428.75
19,15,273.4375,431.75
19,15,277.765625,454.5
19,15,278.8125,455.25
19,15,313.125,213.5
19,15,314.40625,208.0
19,15,315.9375,202.5
19,15,317.359375,197.0
19,15,318.765625,192.0
19,15,320.171875,188.0
19,15,321.578125,184.0
19,15,322.984375,180.75
19,15,328.078125,282.5
19,15,329.921875,276.0
19,15,330.375,269.25
19,15,333.203125,264.25
19,15,334.15625,260.5
19,15,335.140625,258.25
19,15,337.0,257.75
19,15,338.15625,257.5
19,15,339.5,257.25
19,15,340.4375,258.0
19,15,341.9375,259.0
19,15,344.359375,258.75
19,15,344.921875,256.75
19,15,347.203125,255.0
19,15,348.078125,253.75
19,15,350.015625,251.5
19,15,352.71875,248.5
19,15,353.140625,246.0
19,15,354.859375,244.75
19,15,355.125,244.0
20,15,358.375,243.0
20,15,359.46875,242.0
20,15,1.203125,240.5
20,15,0.921875,239.25
20,15,4.03125,238.5
20,15,3.59375,238.25
20,15,5.15625,237.75
20,15,8.265625,237.75
20,15,9.671875,238.0
20,15,9.15625,238.75
20,15,10.71875,239.75
20,15,13.796875,240.0
20,15,15.203125,240.5
20,15,16.5,240.75
20,15,16.890625,241.25
20,15,19.75,243.0
20,15,20.125,244.25
20,15,22.3125,244.75
20,15,23.75,245.5
20,15,23.484375,247.25
20,15,26.3125,250.25
20,15,26.21875,252.75
20,15,28.328125,254.25
20,15,28.875,255.5
20,15,37.421875,272.25
20,15,48.953125,2493.75
20,15,50.359375,2492.0
20,15,51.765625,2459.75
20,15,53.234375,2396.5
20,15,54.640625,2332.25
20,15,56.09375,2278.0
20,15,58.9375,2154.75
20,15,60.359375,2107.25
20,15,61.796875,2069.5
20,15,73.828125,267.5
20,15,75.484375,263.25
20,15,76.921875,261.25
20,15,78.515625,259.0
20,15,79.625,256.75
20,15,80.71875,255.25
20,13,82.609375,253.5
20,15,83.6875,252.5
20,15,87.171875,252.5
20,15,86.328125,253.5
20,15,88.984375,255.75
20,15,90.609375,258.5
20,15,100.234375,373.5
20,15,101.5,375.25
20,14,103.28125,377.25
20,15,104.328125,383.0
20,15,105.5625,388.75
20,15,107.203125,392.0
20,15,108.421875,396.0
20,15,109.90625,401.25
20,15,111.03125,407.0
20,13,112.734375,412.25
20,15,113.875,418.25
20,15,115.34375,424.75
20,15,116.421875,431.75
20,15,118.09375,440.0
20,15,119.21875,447.0
20,15,120.734375,454.75
20,15,122.109375,463.0
20,12,123.359375,472.75
20,15,124.515625,483.75
20,15,126.078125,494.5
20,15,127.1875,507.0
20,15,137.046875,523.5
20,15,138.609375,514.25
20,15,146.59375,1355.25
20,15,148.0,1347.5
20,15,149.4375,1363.0
20,15,150.8125,1377.75
20,15,152.21875,1373.75
20,15,156.625,1201.75
20,15,158.046875,1192.25
20,15,159.484375,1189.25
20,15,160.875,1187.0
20,15,162.25,1180.25
20,15,163.703125,1168.5
20,15,165.15625,1151.25
20,15,166.609375,1130.0
20,15,168.046875,1109.0
20,15,176.203125,572.0
20,15,179.515625,515.75
20,15,180.984375,509.25
20,15,182.359375,509.0
20,15,183.46875,514.0
20,15,184.9375,520.5
20,15,186.359375,517.0
20,15,188.046875,510.5
20,15,189.171875,511.5
20,15,190.640625,513.25
20,15,192.265625,505.5
20,15,196.421875,501.25
20,15,197.71875,506.0
20,15,199.203125,501.25
20,15,220.1875,532.5
20,15,221.40625,541.25
20,15,222.90625,538.0
20,15,224.546875,527.5
20,15,225.859375,525.0
20,15,227.421875,519.5
20,15,228.90625,506.0
20,15,230.125,493.0
20,15,231.53125,486.25
20,15,233.09375,479.75
20,15,234.65625,473.5
20,15,245.859375,336.5
20,15,247.484375,337.0
20,15,248.25,341.25
20,15,250.125,345.75
20,15,250.953125,350.5
20,15,252.34375,356.0
20,15,253.765625,362.25
20,15,255.28125,369.25
20,15,263.421875,422.0
20,15,268.828125,445.0
20,15,270.015625,434.5
20,15,271.484375,430.0
20,15,272.859375,430.5
20,15,274.1875,436.25
20,15,275.4375,447.0
20,15,276.875,453.75
20,12,278.21875,460.75
20,15,312.796875,211.0
20,15,315.203125,205.0
20,15,316.609375,199.75
20,15,318.015625,194.75
20,15,319.421875,190.25
20,15,320.828125,186.0
20,15,322.234375,182.0
20,15,328.8125,279.75
20,15,330.140625,273.5
20,15,332.25,267.25
20,15,333.03125,262.25
20,15,335.625,259.25
20,15,336.9375,257.75
20,15,337.53125,257.25
20,15,338.96875,257.0
20,15,340.1875,257.5
20,15,341.09375,258.75
20,15,343.90625,259.25
20,15,344.140625,258.0
20,15,345.9375,256.0
20,15,347.921875,254.5
20,15,348.25,253.25
20,15,349.875,250.5
20,15,353.328125,247.25
20,15,353.140625,245.0
20,15,355.90625,244.25
20,15,356.765625,243.5
21,15,357.234375,242.75
21,15,359.875,241.75
21,15,0.265625,241.0
21,15,1.59375,239.5
21,15,3.46875,238.25
21,15,5.234375,238.0
21,15,6.59375,237.75
21,15,7.09375,238.75
21,15,10.25,238.0
21,15,9.875,238.5
21,15,11.109375,239.75
21,15,14.484375,239.5
21,15,14.671875,240.5
21,15,16.734375,241.0
21,15,18.671875,242.0
21,15,18.515625,243.0
21,15,19.984375,244.5
21,15,21.640625,244.25
21,15,23.34375,245.25
21,15,24.1875,248.25
21,15,25.421875,251.0
21,15,26.5,253.5
21,15,28.0625,254.25
21,15,29.078125,255.5
21,15,36.015625,270.5
21,15,46.734375,2587.25
21,15,49.578125,2484.25
21,15,50.953125,2485.5
21,15,52.40625,2430.75
21,15,53.796875,2367.75
21,15,55.234375,2306.75
21,15,56.671875,2246.25
21,15,58.109375,2188.0
21,15,59.515625,2134.75
21,15,60.953125,2088.5
21,15,62.359375,2048.0
21,15,66.609375,1943.25
21,15,74.4375,265.75
21,15,75.65625,262.75
21,15,78.09375,260.25
21,15,78.75,258.25
21,15,79.8125,256.25
21,15,81.484375,254.5
21,15,84.078125,253.0
21,15,85.8125,252.5
21,15,87.40625,253.25
21,15,88.03125,254.5
21,15,89.21875,256.5
21,15,90.78125,259.25
21,15,101.984375,375.5
21,13,103.25,378.5
21,15,104.84375,385.0
21,15,106.21875,390.0
21,15,107.390625,393.75
21,15,109.03125,398.25
21,15,110.09375,403.25
21,15,111.515625,408.75
21,15,113.015625,414.5
21,15,114.171875,420.75
21,15,115.875,427.75
21,15,117.1875,434.0
21,15,118.359375,441.0
21,15,119.5,449.25
21,15,120.9375,458.0
21,15,122.546875,467.0
21,15,123.6875,476.0
21,15,124.90625,486.5
21,15,126.421875,497.75
21,15,128.921875,528.0
21,14,130.453125,545.0
21,15,138.90625,514.25
21,15,147.046875,1349.5
21,15,148.484375,1348.25
21,15,149.84375,1367.75
21,15,151.296875,1379.0
21,15,152.71875,1369.75
21,15,157.078125,1196.25
21,15,158.546875,1189.25
21,15,159.890625,1188.5
21,15,161.359375,1186.25
21,15,162.78125,1178.5
21,15,164.171875,1164.25
21,15,165.609375,1144.5
21,15,167.015625,1123.0
21,15,168.4375,1102.75
21,15,172.578125,1158.5
21,15,176.671875,572.25
21,15,179.921875,511.0
21,15,181.390625,509.5
21,15,182.546875,509.5
21,15,184.0625,511.5
21,15,185.4375,514.75
21,15,186.953125,516.0
21,15,188.234375,513.0
21,15,189.734375,509.75
21,15,191.265625,509.25
21,15,192.5,504.0
21,15,194.0625,506.5
21,15,195.1875,516.5
21,14,199.6875,499.5
21,15,210.765625,529.25
21,15,220.53125,535.75
21,15,221.796875,540.0
21,15,223.40625,534.5
21,15,224.796875,526.0
21,15,226.34375,525.0
21,15,229.140625,502.0
21,15,230.609375,491.25
21,15,232.296875,486.0
21,15,233.734375,479.75
21,15,235.15625,471.75
21,15,244.703125,338.25
21,15,246.359375,336.25
21,15,247.71875,338.5
21,15,249.234375,342.75
21,15,250.390625,347.5
21,15,251.640625,352.5
21,15,253.0,358.5
21,15,254.0625,364.75
21,15,255.65625,371.25
21,15,263.828125,418.0
21,15,268.953125,442.75
21,15,270.40625,432.25
21,15,272.03125,429.25
21,15,273.34375,431.5
21,15,277.140625,454.25
21,15,278.625,455.0
21,15,313.78125,209.25
21,15,314.734375,203.75
21,15,317.015625,198.25
21,15,318.421875,193.25
21,15,319.828125,188.75
21,15,321.234375,184.75
21,15,322.640625,181.0
21,15,327.296875,283.75
21,15,328.703125,277.5
21,15,330.84375,271.5
21,15,331.859375,265.5
21,15,333.296875,261.25
21,15,334.9375,258.75
21,15,336.078125,257.75
21,15,338.28125,257.25
21,15,339.8125,257.0
21,15,340.59375,257.5
21,15,342.390625,258.75
21,15,343.09375,258.75
21,15,344.78125,257.0
21,15,346.484375,255.25
21,15,348.96875,254.0
21,15,349.390625,252.25
21,15,352.34375,249.75
21,15,352.125,246.75
21,15,353.828125,245.0
21,15,356.046875,244.25
21,15,357.953125,243.25
22,15,358.953125,242.5
22,15,0.09375,241.75
22,15,0.203125,240.0
22,15,3.59375,238.5
22,15,3.046875,238.25
22,15,5.40625,237.75
22,15,6.3125,237.75
22,15,9.21875,237.75
22,15,10.640625,237.75
22,15,10.125,238.75
22,15,12.046875,239.75
22,15,14.859375,240.25
22,15,14.6875,240.75
22,15,17.6875,241.25
22,15,17.859375,242.25
22,15,18.578125,244.0
22,15,21.25,245.0
22,15,21.25,245.25
22,15,23.234375,246.5
22,15,26.109375,249.0
22,15,25.46875,251.75
22,15,27.109375,253.75
22,15,28.09375,255.25
22,15,30.484375,256.75
22,15,31.125,260.5
22,15,35.546875,266.75
22,15,36.796875,271.25
22,15,47.15625,2557.25
22,15,48.53125,2504.25
22,15,49.984375,2510.75
22,15,52.796875,2415.25
22,15,54.234375,2352.25
22,15,55.6875,2285.75
22,15,57.09375,2223.25
22,15,58.515625,2168.5
22,15,59.9375,2122.25
22,15,61.375,2079.5
22,12,64.734375,1212.5
22,13,75.015625,264.5
22,15,76.390625,261.5
22,15,78.9375,259.0
22,15,79.015625,257.25
22,15,81.375,255.5
22,15,81.921875,254.0
22,15,85.625,252.75
22,15,85.375,252.5
22,15,86.375,253.5
22,15,88.328125,255.25
22,15,89.5625,257.5
22,15,90.28125,260.5
22,15,102.375,375.5
22,15,103.828125,380.25
22,15,105.296875,387.0
22,15,106.546875,390.5
22,15,107.9375,394.25
22,15,109.109375,399.75
22,15,110.453125,405.5
22,15,111.8125,411.0
22,15,113.53125,416.5
22,15,114.921875,422.5
22,15,116.171875,429.25
22,15,117.421875,436.5
22,15,118.921875,444.0
22,15,120.140625,451.75
22,15,121.359375,460.75
22,15,122.78125,469.25
22,15,124.21875,479.25
22,13,125.328125,491.0
22,15,126.609375,503.5
22,15,128.09375,517.75
22,15,139.609375,515.0
22,15,147.59375,1347.5
22,15,148.96875,1357.25
22,15,150.390625,1373.0
22,15,151.78125,1370.75
22,15,153.15625,1357.0
22,15,156.15625,1211.0
22,15,157.578125,1193.25
22,15,158.984375,1189.25
22,15,160.359375,1186.25
22,15,161.75,1182.75
22,15,163.15625,1173.75
22,15,164.578125,1158.0
22,15,166.03125,1138.25
22,15,167.484375,1117.5
22,15,168.953125,1096.75
22,15,171.671875,1162.5
22,15,175.875,574.25
22,15,177.140625,570.0
22,15,180.453125,509.5
22,15,181.796875,508.75
22,15,183.03125,509.5
22,15,184.640625,506.5
22,15,185.984375,507.25
22,15,187.328125,510.25
22,15,188.640625,510.5
22,15,190.0625,514.25
22,15,193.046875,500.25
22,15,194.328125,506.25
22,15,195.734375,510.25
22,15,197.328125,505.25
22,10,214.578125,446.0
22,15,221.046875,539.25
22,15,222.515625,536.75
22,15,223.9375,528.0
22,15,225.15625,525.0
22,15,226.828125,522.0
22,15,228.203125,512.25
22,15,231.265625,487.5
22,15,232.5,482.0
22,15,234.171875,476.5
22,15,235.765625,470.25
22,15,245.4375,337.5
22,15,247.03125,336.5
22,15,247.953125,339.75
22,15,249.203125,344.5
22,15,250.625,349.5
22,15,252.328125,354.5
22,15,253.3125,360.0
22,15,254.796875,366.5
22,15,255.8125,373.5
22,15,262.546875,426.75
22,15,269.4375,438.0
22,15,270.96875,430.25
22,15,272.453125,429.0
22,15,273.703125,432.25
22,15,277.9375,454.0
22,15,279.109375,455.0
22,15,292.625,137.5
22,15,311.859375,219.25
22,15,313.265625,213.25
22,15,314.671875,207.5
22,15,316.078125,201.75
22,15,317.484375,196.5
22,15,318.890625,191.5
22,15,320.296875,187.25
22,15,321.71875,183.5
22,15,323.109375,180.75
22,15,327.953125,282.25
22,15,329.453125,276.0
22,15,331.265625,269.25
22,15,332.484375,263.75
22,15,333.984375,260.0
22,15,335.25,258.25
22,15,337.53125,257.75
22,15,338.4375,257.5
22,15,339.46875,257.25
22,15,341.375,258.25
22,15,343.265625,259.25
22,15,343.53125,258.75
22,15,344.875,256.75
22,15,346.234375,255.0
22,15,348.53125,253.75
22,15,349.234375,251.5
22,15,352.34375,249.0
22,15,352.859375,246.5
22,15,354.6875,244.75
22,15,355.265625,244.0
23,15,356.4375,243.0
23,15,359.171875,242.0
23,15,359.203125,241.5
23,15,0.921875,240.75
23,15,2.25,239.25
23,15,3.96875,238.25
23,15,5.34375,237.75
23,15,8.5,237.75
23,15,8.890625,238.0
23,15,11.0625,239.0
23,15,10.671875,240.0
23,15,13.046875,240.0
23,15,15.28125,240.5
23,15,16.703125,240.75
23,15,16.5625,241.25
23,15,17.625,243.75
23,15,19.71875,246.0
23,15,21.265625,245.75
23,15,22.09375,246.0
23,15,23.125,248.0
23,15,25.03125,250.25
23,15,25.90625,252.5
23,15,27.484375,254.25
23,15,28.796875,255.5
23,15,30.5625,256.5
23,15,35.921875,269.75
23,15,37.578125,272.25
23,15,48.96875,2494.75
23,15,50.375,2494.0
23,15,51.8125,2457.25
23,15,53.234375,2392.75
23,15,54.671875,2332.0
23,15,56.09375,2276.75
23,15,58.953125,2156.25
23,15,60.34375,2107.5
23,15,61.78125,2068.75
23,15,74.265625,267.75
23,14,75.03125,263.5
23,15,77.515625,261.25
23,15,78.828125,259.0
23,15,80.515625,256.75
23,15,81.921875,255.25
23,15,82.328125,253.5
23,15,83.84375,252.5
23,15,85.15625,252.5
23,15,86.921875,253.25
23,15,88.0,255.5
23,14,89.9375,258.25
23,15,90.6875,260.75
23,15,100.3125,373.5
23,15,101.5625,375.0
23,15,103.015625,376.0
23,15,104.25,382.0
23,15,105.53125,388.5
23,15,107.171875,392.0
23,15,108.625,395.75
23,15,109.953125,400.5
23,15,111.15625,406.0
23,14,112.640625,412.0
23,15,113.875,418.25
23,15,115.1875,424.75
23,15,116.46875,431.75
23,15,118.03125,439.5
23,15,119.203125,446.75
23,15,120.4375,454.75
23,15,122.078125,463.0
23,12,123.390625,472.5
23,15,124.734375,483.5
23,15,125.78125,494.5
23,15,127.3125,507.0
23,15,137.234375,523.5
23,15,138.421875,514.25
23,15,146.59375,1358.25
23,15,147.984375,1347.5
23,15,149.421875,1363.25
23,15,150.8125,1377.75
23,15,152.234375,1373.75
23,15,156.609375,1204.75
23,15,157.96875,1192.75
23,15,159.421875,1189.25
23,15,160.828125,1187.25
23,15,162.265625,1182.0
23,15,163.625,1170.75
23,15,165.046875,1152.25
23,15,166.5625,1130.5
23,15,167.96875,1109.5
23,15,176.3125,572.0
23,15,180.84375,509.5
23,15,182.28125,508.75
23,15,183.609375,513.75
23,15,184.984375,520.5
23,15,186.328125,517.25
23,15,187.796875,511.25
23,15,189.25,511.75
23,15,190.65625,512.75
23,15,192.078125,505.5
23,15,196.234375,501.75
23,15,197.765625,506.75
23,15,218.640625,530.5
23,15,220.09375,532.75
23,15,221.484375,541.25
23,15,222.9375,538.25
23,15,224.453125,527.75
23,15,225.921875,525.0
23,15,227.203125,519.5
23,15,228.875,506.0
23,15,230.203125,492.75
23,15,231.5625,486.25
23,15,233.3125,479.75
23,15,234.578125,473.5
23,15,245.859375,336.5
23,15,247.421875,337.0
23,15,248.484375,341.25
23,15,249.703125,346.0
23,15,251.375,350.75
23,15,252.5,356.0
23,15,253.765625,362.25
23,15,255.21875,369.25
23,15,263.03125,422.0
23,15,268.75,445.0
23,15,270.078125,434.5
23,15,271.546875,429.75
23,15,273.09375,430.0
23,15,274.25,436.0
23,15,275.609375,447.0
23,15,276.9375,453.75
23,11,278.0625,460.75
23,15,313.125,210.75
23,15,315.234375,205.0
23,15,316.640625,199.75
23,15,318.046875,194.75
23,15,319.453125,189.75
23,15,320.734375,185.5
23,15,322.265625,181.75
23,15,328.984375,279.75
23,15,330.59375,273.5
23,15,331.25,267.25
23,15,332.765625,262.25
23,15,334.25,259.25
23,15,336.9375,258.0
23,15,336.953125,258.0
23,15,338.328125,257.25
23,15,340.5,257.5
23,15,342.5625,258.5
23,15,342.390625,259.25
23,15,344.515625,258.25
23,15,345.71875,256.0
23,15,347.25,254.5
23,15,348.375,253.0
23,15,349.765625,250.5
23,15,352.421875,247.25
23,15,353.0625,245.25
23,15,354.25,244.5
23,15,357.46875,243.75
24,15,357.96875,242.75
24,15,358.296875,241.75
24,15,0.03125,241.0
24,15,2.984375,239.75
24,15,4.765625,238.5
24,15,5.09375,238.0
24,15,6.296875,237.75
24,15,8.171875,239.0
24,15,9.140625,238.75
24,15,10.328125,239.0
24,15,11.015625,239.5
24,15,14.359375,239.25
24,15,15.4375,240.5
24,15,17.171875,241.0
24,15,17.46875,241.75
24,15,19.421875,243.5
24,15,19.5625,245.0
24,15,22.109375,244.25
24,15,24.21875,245.0
24,15,25.859375,248.0
24,15,25.359375,251.0
24,15,27.015625,254.0
24,15,28.484375,254.25
24,15,30.375,255.5
24,15,36.265625,270.5
24,15,49.40625,2493.25
24,15,50.84375,2494.75
24,15,52.21875,2444.75
24,15,53.671875,2375.0
24,15,55.078125,2307.75
24,15,56.515625,2252.0
24,15,57.953125,2196.25
24,15,59.359375,2137.5
24,15,60.75,2091.5
24,15,62.203125,2050.5
24,15,66.453125,1947.5
24,15,74.875,266.25
24,15,75.328125,262.75
24,15,76.703125,260.5
24,15,78.625,258.5
24,15,80.359375,256.25
24,15,81.796875,254.5
24,15,82.625,253.25
24,15,84.828125,252.5
24,15,87.125,252.75
24,15,87.953125,253.75
24,15,88.09375,256.25
24,15,90.171875,259.0
24,15,101.953125,375.25
24,12,103.34375,378.0
24,15,104.5,384.75
24,15,105.984375,389.5
24,15,107.59375,393.25
24,15,108.8125,397.5
24,15,110.15625,402.75
24,15,111.59375,408.5
24,15,112.734375,414.25
24,15,114.15625,420.0
24,15,115.359375,426.5
24,15,116.765625,433.5
24,14,118.15625,440.75
24,15,119.4375,448.25
24,15,120.765625,457.0
24,15,122.375,465.5
24,12,123.71875,475.0
24,14,124.984375,486.5
24,15,126.40625,497.75
24,12,127.578125,510.75
24,15,138.953125,514.0
24,15,146.953125,1350.25
24,15,148.375,1346.75
24,15,149.6875,1366.25
24,15,151.125,1378.75
24,15,152.578125,1369.0
24,15,156.90625,1198.5
24,15,158.328125,1192.25
24,15,159.78125,1190.0
24,15,161.203125,1185.75
24,15,162.578125,1178.5
24,15,164.015625,1166.75
24,15,165.46875,1148.0
24,15,166.828125,1126.75
24,15,168.234375,1105.5
24,15,176.65625,572.75
24,15,179.734375,512.5
24,15,180.984375,509.5
24,15,182.5625,509.0
24,15,183.78125,510.5
24,15,185.296875,515.0
24,15,186.65625,516.75
24,15,188.03125,512.75
24,15,189.390625,511.25
24,15,191.125,508.75
24,15,192.296875,500.5
24,15,193.71875,500.5
24,15,195.09375,511.25
24,15,198.0,507.25
24,15,199.421875,505.25
24,15,220.328125,535.5
24,15,221.765625,540.75
24,15,223.265625,536.5
24,15,224.84375,527.0
24,15,226.078125,525.0
24,15,229.015625,503.25
24,15,230.40625,492.5
24,15,232.03125,487.25
24,15,233.4375,480.75
24,15,234.90625,473.0
24,15,244.359375,341.75
24,15,246.09375,336.5
24,15,247.234375,338.0
24,15,248.515625,342.25
24,15,249.921875,346.75
24,15,251.78125,351.75
24,15,252.96875,357.75
24,15,253.984375,364.5
24,15,255.375,370.75
24,15,260.421875,445.25
24,15,261.921875,432.5
24,15,263.640625,419.75
24,15,268.796875,442.75
24,15,270.390625,433.25
24,15,271.9375,430.0
24,15,273.296875,431.25
24,15,277.359375,454.0
24,15,278.703125,455.5
24,15,312.734375,215.5
24,15,314.140625,209.75
24,15,315.546875,203.75
24,15,316.953125,198.25
24,15,318.359375,193.75
24,15,319.765625,189.25
24,15,321.171875,185.0
24,15,322.59375,181.25
24,15,326.8125,285.0
24,15,328.609375,278.25
24,15,330.40625,272.25
24,15,331.6875,266.25
24,15,333.78125,261.5
24,15,335.8125,258.75
24,15,336.921875,257.75
24,15,337.390625,257.25
24,15,339.90625,257.0
24,15,340.015625,257.5
24,15,341.71875,258.75
24,15,344.421875,258.75
24,15,345.625,257.25
24,15,346.921875,255.25
24,15,348.296875,254.0
24,15,351.0625,252.5
24,15,350.03125,250.0
24,15,353.5,246.75
24,15,354.90625,245.0
24,15,356.4375,244.25
24,15,356.109375,243.5
25,15,357.796875,242.5
25,15,359.046875,241.75
25,15,0.578125,240.0
25,15,1.734375,238.75
25,15,2.9375,238.5
25,15,5.390625,238.0
25,15,7.15625,237.75
25,15,7.25,237.75
25,15,9.28125,237.75
25,15,12.1875,238.75
25,15,11.375,239.5
25,15,14.75,240.0
25,15,14.640625,240.75
25,15,16.40625,241.25
25,15,18.078125,242.25
25,15,19.71875,244.0
25,15,22.0,245.25
25,15,21.296875,245.25
25,15,23.578125,247.0
25,15,25.015625,249.25
25,15,25.5,251.25
25,15,26.5,253.5
25,15,29.640625,255.0
25,15,29.703125,256.75
25,15,31.40625,259.75
25,15,36.109375,271.25
25,15,48.375,2496.75
25,15,49.78125,2473.5
25,15,51.203125,2460.0
25,15,52.59375,2420.75
25,15,54.046875,2363.25
25,15,55.453125,2298.5
25,15,56.875,2236.5
25,15,58.34375,2184.75
25,15,59.765625,2132.5
25,15,61.140625,2084.75
25,15,62.59375,2046.25
25,15,66.828125,1942.75
25,15,74.890625,265.0
25,13,75.765625,262.0
25,15,78.546875,259.5
25,15,79.390625,257.75
25,15,81.5,256.0
25,15,81.859375,254.25
25,14,84.640625,252.75
25,15,84.578125,252.25
25,15,85.65625,253.0
25,15,88.1875,254.5
25,15,88.4375,257.0
25,15,91.109375,259.25
25,15,102.375,375.75
25,15,103.78125,380.25
25,15,104.9375,386.25
25,15,106.6875,390.0
25,15,107.734375,394.25
25,15,109.046875,398.5
25,15,110.4375,403.75
25,15,111.9375,410.0
25,15,113.09375,416.0
25,15,114.46875,422.5
25,15,116.140625,428.75
25,15,117.234375,435.75
25,15,118.5,443.25
25,15,120.125,451.25
25,15,121.40625,460.5
25,15,122.75,468.5
25,15,124.046875,477.25
25,15,125.421875,489.0
25,15,126.59375,500.75
25,15,130.546875,549.75
25,15,139.4375,514.0
25,15,147.421875,1347.75
25,15,148.8125,1353.75
25,15,150.171875,1374.5
25,15,151.671875,1370.0
25,15,153.046875,1355.25
25,15,156.078125,1218.0
25,15,157.453125,1193.0
25,15,158.921875,1188.0
25,15,160.3125,1186.0
25,15,161.671875,1182.25
25,15,163.15625,1175.0
25,15,164.578125,1160.0
25,15,165.953125,1139.0
25,15,167.359375,1117.5
25,15,168.828125,1096.75
25,15,171.5625,1163.5
25,15,175.671875,575.75
25,15,177.078125,570.0
25,15,180.3125,509.5
25,15,181.859375,508.75
25,15,183.15625,508.75
25,15,184.421875,505.75
25,15,186.0,507.0
25,15,187.265625,510.25
25,15,188.59375,510.5
25,15,190.078125,514.25
25,15,193.109375,499.0
25,15,194.296875,506.0
25,15,195.65625,513.0
25,15,197.203125,508.0
25,10,214.375,446.0
25,15,221.125,539.25
25,15,222.59375,536.75
25,15,224.0625,528.0
25,15,225.234375,524.75
25,15,226.703125,522.0
25,15,228.140625,512.25
25,15,231.140625,487.5
25,15,232.609375,482.0
25,15,234.09375,476.5
25,15,235.703125,470.0
25,15,245.640625,337.25
25,15,246.5,336.25
25,15,247.921875,339.75
25,15,249.1875,344.5
25,15,250.84375,349.5
25,15,252.125,354.25
25,15,253.203125,360.0
25,15,254.578125,366.5
25,15,255.90625,373.5
25,15,262.796875,426.5
25,15,269.625,437.75
25,15,270.984375,430.0
25,15,272.3125,429.0
25,15,273.984375,432.25
25,15,277.953125,453.0
25,15,279.40625,454.0
25,15,311.21875,219.0
25,15,312.65625,212.75
25,15,314.8125,206.5
25,15,316.234375,200.75
25,15,317.640625,195.75
25,15,319.046875,191.25
25,15,320.453125,186.75
25,15,321.875,182.75
25,15,323.265625,181.25
25,15,327.765625,281.75
25,15,329.765625,275.5
25,15,331.453125,268.5
25,15,333.75,263.25
25,15,334.265625,259.75
25,15,335.109375,258.0
25,15,336.796875,257.5
25,15,338.984375,257.0
25,15,340.046875,257.25
25,15,341.40625,258.5
25,15,343.546875,259.25
25,15,344.34375,258.25
25,15,346.0,256.25
25,15,346.4375,254.75
25,15,349.015625,253.5
25,15,351.15625,251.25
25,15,350.875,248.0
25,15,354.40625,245.5
25,15,354.625,244.5
25,15,356.40625,243.5
26,15,357.25,242.75
26,15,358.21875,242.0
26,15,359.8125,240.75
26,15,1.140625,239.25
26,15,4.296875,238.5
26,15,5.953125,238.0
